method,n,elapsed_median,elapsed_mean,elapsed_error
cache_blocked_2,100,9.5989991677924990654e-05,9.07249971836184416736e-05,7.61046562315383107465e-06
cache_blocked_2,500,0.00840096900356002151966,0.00843483333301264792681,6.13035330634313196637e-05
cache_blocked_2,1000,0.0667040049884235486388,0.0666333189922928142979,0.000113294185229779122864
cache_blocked_2,1500,0.222750278990133665502,0.222737991328661649737,2.38915823733110326064e-05
cache_blocked_2,2000,0.526484764995984733105,0.526592298333222630369,0.000202714491072628386721
cache_blocked_2,2500,1.02344784999149851501,1.02345558565866667777,2.82734205600442670462e-05
cache_blocked_2,3000,1.76406475600379053503,1.76405120267008896917,0.000118744264960561182114
cache_blocked_2,3500,2.80187776299135293812,2.80185531166110513013,0.00013217925758572367516
cache_blocked_2,4000,4.06052701600128784776,4.06235973333726452239,0.00267068990917132672788
cache_blocked_2,4500,5.93506876399624161422,5.93487628999476601876,0.000379574770224458521353
cache_blocked_2,5000,8.17112749500665813684,8.17735781833956387743,0.00918254910779936484033
