method,n,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
upper_triangle,100,0,3.96020041080191731453e-05,unavailable,unavailable,unavailable
upper_triangle,100,1,3.6969999200664460659e-05,unavailable,unavailable,unavailable
upper_triangle,100,2,4.06420003855600953102e-05,unavailable,unavailable,unavailable
upper_triangle,500,0,0.0047555569908581674099,unavailable,unavailable,unavailable
upper_triangle,500,1,0.0047142139956122264266,unavailable,unavailable,unavailable
upper_triangle,500,2,0.00474236400623340159655,unavailable,unavailable,unavailable
upper_triangle,1000,0,0.0533161530038341879845,unavailable,unavailable,unavailable
upper_triangle,1000,1,0.0533379859989508986473,unavailable,unavailable,unavailable
upper_triangle,1000,2,0.0533192360016983002424,unavailable,unavailable,unavailable
upper_triangle,1500,0,0.184855308005353435874,unavailable,unavailable,unavailable
upper_triangle,1500,1,0.184158641000976786017,unavailable,unavailable,unavailable
upper_triangle,1500,2,0.183652232997701503336,unavailable,unavailable,unavailable
upper_triangle,2000,0,0.430764846998499706388,unavailable,unavailable,unavailable
upper_triangle,2000,1,0.429377644002670422196,unavailable,unavailable,unavailable
upper_triangle,2000,2,0.431717950996244326234,unavailable,unavailable,unavailable
upper_triangle,2500,0,0.827453632999095134437,unavailable,unavailable,unavailable
upper_triangle,2500,1,0.824612828000681474805,unavailable,unavailable,unavailable
upper_triangle,2500,2,0.825344257013057358563,unavailable,unavailable,unavailable
upper_triangle,3000,0,1.42959041900758165866,unavailable,unavailable,unavailable
upper_triangle,3000,1,1.42897738999454304576,unavailable,unavailable,unavailable
upper_triangle,3000,2,1.43395669999881647527,unavailable,unavailable,unavailable
upper_triangle,3500,0,2.38842506099899765104,unavailable,unavailable,unavailable
upper_triangle,3500,1,2.39997961999324616045,unavailable,unavailable,unavailable
upper_triangle,3500,2,2.37525228699087165296,unavailable,unavailable,unavailable
upper_triangle,4000,0,3.90300692198798060417,unavailable,unavailable,unavailable
upper_triangle,4000,1,3.8974389750073896721,unavailable,unavailable,unavailable
upper_triangle,4000,2,3.90775375600787810981,unavailable,unavailable,unavailable
upper_triangle,4500,0,6.19587025999499019235,unavailable,unavailable,unavailable
upper_triangle,4500,1,6.49929407599847763777,unavailable,unavailable,unavailable
upper_triangle,4500,2,6.19489427401276770979,unavailable,unavailable,unavailable
upper_triangle,5000,0,10.0283201080019352958,unavailable,unavailable,unavailable
upper_triangle,5000,1,10.0875054339994676411,unavailable,unavailable,unavailable
upper_triangle,5000,2,10.0675040939968312159,unavailable,unavailable,unavailable
