tag,n,elapsed_median,elapsed_mean,elapsed_error
cache_blocked_1,100,0.000116626004455611109734,0.000167005001761329679782,8.55117253037572549361e-05
cache_blocked_1,500,0.0127660480065969750285,0.0127377693327919896266,9.8843480131619116595e-05
cache_blocked_1,1000,0.101597112996387295425,0.101578861664165742695,0.000121483232426848548934
cache_blocked_1,1500,0.341487402998609468341,0.341496375331189483404,0.000140268657405307037214
cache_blocked_1,2000,0.80787018599221482873,0.807865199662046507001,3.09852227580830117651e-05
cache_blocked_1,2500,1.57587374698778148741,1.57583279166040779451,0.000218542192644214744402
cache_blocked_1,3000,2.72227033598755951971,2.72405409699907385956,0.0027318174398994299161
cache_blocked_1,3500,4.323957977001555264,4.3249860076709110146,0.0021730486872595174315
cache_blocked_1,4000,6.46159857699240092188,6.46096851933301241644,0.00107962633987505212708
cache_blocked_1,4500,9.19907064999279100448,9.19609636632473304019,0.00725245588323715495438
cache_blocked_1,5000,12.6299621439975453541,12.6245466349985999699,0.00835393678358999601519
