optimisation,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
baseline,2000,0,4.685933185343189,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,1,4.677340975622235,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,2,4.651802180964971,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,3,4.664078905849209,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,4,4.654628691985757,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,5,4.661128058167241,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,6,4.674616038281894,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,7,4.686548319516955,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,8,4.666266201637144,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
baseline,2000,9,4.681057606357195,1,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,0,0.9051428459129074,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,1,0.901274841,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,2,0.9040137844741126,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,3,0.8997068340845795,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,4,0.9018289084734685,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,5,0.8986665925968564,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,6,0.8987527478959013,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,7,0.9055389839042657,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,8,0.9043453827628739,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
lower_triangle,2000,9,0.8987154129536079,5.176268553515143,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,0,0.39038047355894284,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,1,0.39017025548817663,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,2,0.38987046344210924,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,3,0.3931855025516958,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,4,0.3914678763548408,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,5,0.39228929325985085,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,6,0.39126837986460083,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,7,0.3930589565138579,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,8,0.3925507520930854,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
upper_triangle,2000,9,0.3897467871953232,11.943906415236968,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,0,0.3853193445212233,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,1,0.3857873447349778,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
