method,n,block_size,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
cholesky_blocked_tile_kernels,2000,1,0,4.10088352300226688385,,,
cholesky_blocked_tile_kernels,2000,1,1,3.92201712401583790779,,,
cholesky_blocked_tile_kernels,2000,1,2,3.97862614400219172239,,,
cholesky_blocked_tile_kernels,2000,1,3,3.97614245099248364568,,,
cholesky_blocked_tile_kernels,2000,1,4,4.00546814600238576531,,,
cholesky_blocked_tile_kernels,2000,1,5,3.99201521096983924508,,,
cholesky_blocked_tile_kernels,2000,1,6,3.97365079500013962388,,,
cholesky_blocked_tile_kernels,2000,1,7,3.91118263703538104892,,,
cholesky_blocked_tile_kernels,2000,1,8,4.03828255797270685434,,,
cholesky_blocked_tile_kernels,2000,1,9,4.06584493897389620543,,,
cholesky_blocked_tile_kernels,2000,2,0,1.65116365300491452217,,,
cholesky_blocked_tile_kernels,2000,2,1,1.6582999870297499001,,,
cholesky_blocked_tile_kernels,2000,2,2,1.6480364039889536798,,,
cholesky_blocked_tile_kernels,2000,2,3,1.61770965100731700659,,,
cholesky_blocked_tile_kernels,2000,2,4,1.60207671701209619641,,,
cholesky_blocked_tile_kernels,2000,2,5,1.58169674297096207738,,,
cholesky_blocked_tile_kernels,2000,2,6,1.57730104000074788928,,,
cholesky_blocked_tile_kernels,2000,2,7,1.58530309901107102633,,,
cholesky_blocked_tile_kernels,2000,2,8,1.63536667398875579238,,,
cholesky_blocked_tile_kernels,2000,2,9,1.60288210998987779021,,,
cholesky_blocked_tile_kernels,2000,3,0,1.16224976797821000218,,,
cholesky_blocked_tile_kernels,2000,3,1,1.16444646602030843496,,,
cholesky_blocked_tile_kernels,2000,3,2,1.16140118998009711504,,,
cholesky_blocked_tile_kernels,2000,3,3,1.20619709801394492388,,,
cholesky_blocked_tile_kernels,2000,3,4,1.19648786896141245961,,,
cholesky_blocked_tile_kernels,2000,3,5,1.20903486700262874365,,,
cholesky_blocked_tile_kernels,2000,3,6,1.20403410098515450954,,,
cholesky_blocked_tile_kernels,2000,3,7,1.21069880202412605286,,,
cholesky_blocked_tile_kernels,2000,3,8,1.18500568496529012918,,,
cholesky_blocked_tile_kernels,2000,3,9,1.21789714699843898416,,,
cholesky_blocked_tile_kernels,2000,4,0,1.0856002710061147809,,,
cholesky_blocked_tile_kernels,2000,4,1,1.08152087399503216147,,,
cholesky_blocked_tile_kernels,2000,4,2,1.06800246000057086349,,,
cholesky_blocked_tile_kernels,2000,4,3,1.07333913102047517896,,,
cholesky_blocked_tile_kernels,2000,4,4,1.05041765497298911214,,,
cholesky_blocked_tile_kernels,2000,4,5,1.05608657898847013712,,,
cholesky_blocked_tile_kernels,2000,4,6,1.06392188399331644177,,,
cholesky_blocked_tile_kernels,2000,4,7,1.07475368300219997764,,,
cholesky_blocked_tile_kernels,2000,4,8,1.07014031196013092995,,,
cholesky_blocked_tile_kernels,2000,4,9,1.0854862069827504456,,,
cholesky_blocked_tile_kernels,2000,5,0,1.00480680697364732623,,,
cholesky_blocked_tile_kernels,2000,5,1,0.996947920997627079487,,,
cholesky_blocked_tile_kernels,2000,5,2,0.964267631992697715759,,,
cholesky_blocked_tile_kernels,2000,5,3,0.967275116010569036007,,,
cholesky_blocked_tile_kernels,2000,5,4,0.96698356501292437315,,,
cholesky_blocked_tile_kernels,2000,5,5,0.968224786978680640459,,,
cholesky_blocked_tile_kernels,2000,5,6,1.00993546802783384919,,,
cholesky_blocked_tile_kernels,2000,5,7,1.00780253199627622962,,,
cholesky_blocked_tile_kernels,2000,5,8,0.972155681985896080732,,,
cholesky_blocked_tile_kernels,2000,5,9,0.979527738993056118488,,,
cholesky_blocked_tile_kernels,2000,6,0,0.957123460015282034874,,,
cholesky_blocked_tile_kernels,2000,6,1,0.961604846001137048006,,,
cholesky_blocked_tile_kernels,2000,6,2,0.967403585964348167181,,,
cholesky_blocked_tile_kernels,2000,6,3,0.953940411971416324377,,,
cholesky_blocked_tile_kernels,2000,6,4,0.9778955689980648458,,,
cholesky_blocked_tile_kernels,2000,6,5,0.941582869039848446846,,,
cholesky_blocked_tile_kernels,2000,6,6,0.957564846030436456203,,,
cholesky_blocked_tile_kernels,2000,6,7,0.957554908003658056259,,,
cholesky_blocked_tile_kernels,2000,6,8,0.95955568400677293539,,,
cholesky_blocked_tile_kernels,2000,6,9,0.960403015953488647938,,,
cholesky_blocked_tile_kernels,2000,7,0,0.961568540951702743769,,,
cholesky_blocked_tile_kernels,2000,7,1,0.957869481004308909178,,,
cholesky_blocked_tile_kernels,2000,7,2,0.947256080049555748701,,,
cholesky_blocked_tile_kernels,2000,7,3,0.947448580001946538687,,,
cholesky_blocked_tile_kernels,2000,7,4,0.946173640957567840815,,,
cholesky_blocked_tile_kernels,2000,7,5,0.962909924041014164686,,,
cholesky_blocked_tile_kernels,2000,7,6,0.959332353959325700998,,,
cholesky_blocked_tile_kernels,2000,7,7,0.958463991002645343542,,,
cholesky_blocked_tile_kernels,2000,7,8,0.93978730600792914629,,,
cholesky_blocked_tile_kernels,2000,7,9,0.927338142006192356348,,,
cholesky_blocked_tile_kernels,2000,8,0,0.880873740999959409237,,,
cholesky_blocked_tile_kernels,2000,8,1,0.887664079025853425264,,,
cholesky_blocked_tile_kernels,2000,8,2,0.891995768004562705755,,,
cholesky_blocked_tile_kernels,2000,8,3,0.92521879501873627305,,,
cholesky_blocked_tile_kernels,2000,8,4,0.920031929970718920231,,,
cholesky_blocked_tile_kernels,2000,8,5,0.921059510030318051577,,,
cholesky_blocked_tile_kernels,2000,8,6,0.926956930023152381182,,,
cholesky_blocked_tile_kernels,2000,8,7,0.918896092043723911047,,,
cholesky_blocked_tile_kernels,2000,8,8,0.910399422980844974518,,,
cholesky_blocked_tile_kernels,2000,8,9,0.935232121963053941727,,,
cholesky_blocked_tile_kernels,2000,9,0,0.903421922004781663418,,,
cholesky_blocked_tile_kernels,2000,9,1,0.919636394013650715351,,,
cholesky_blocked_tile_kernels,2000,9,2,0.924064920982345938683,,,
cholesky_blocked_tile_kernels,2000,9,3,0.921873213024809956551,,,
cholesky_blocked_tile_kernels,2000,9,4,0.913027191010769456625,,,
cholesky_blocked_tile_kernels,2000,9,5,0.893767234985716640949,,,
cholesky_blocked_tile_kernels,2000,9,6,0.901691692997701466084,,,
cholesky_blocked_tile_kernels,2000,9,7,0.89880549104418605566,,,
cholesky_blocked_tile_kernels,2000,9,8,0.887902254995424300432,,,
cholesky_blocked_tile_kernels,2000,9,9,0.894289329007733613253,,,
cholesky_blocked_tile_kernels,2000,10,0,0.86915471003158017993,,,
cholesky_blocked_tile_kernels,2000,10,1,0.90240757097490131855,,,
cholesky_blocked_tile_kernels,2000,10,2,0.876613366999663412571,,,
cholesky_blocked_tile_kernels,2000,10,3,0.853315940999891608953,,,
cholesky_blocked_tile_kernels,2000,10,4,0.870243272976949810982,,,
cholesky_blocked_tile_kernels,2000,10,5,0.891271876986138522625,,,
cholesky_blocked_tile_kernels,2000,10,6,0.874933167011477053165,,,
cholesky_blocked_tile_kernels,2000,10,7,0.870322206988930702209,,,
cholesky_blocked_tile_kernels,2000,10,8,0.861924211028963327408,,,
cholesky_blocked_tile_kernels,2000,10,9,0.861373585998080670834,,,
cholesky_blocked_tile_kernels,2000,11,0,0.857738669030368328094,,,
cholesky_blocked_tile_kernels,2000,11,1,0.868663463043048977852,,,
cholesky_blocked_tile_kernels,2000,11,2,0.870093712001107633114,,,
cholesky_blocked_tile_kernels,2000,11,3,0.854760420043021440506,,,
cholesky_blocked_tile_kernels,2000,11,4,0.84810065198689699173,,,
cholesky_blocked_tile_kernels,2000,11,5,0.846616528986487537622,,,
cholesky_blocked_tile_kernels,2000,11,6,0.848175512976013123989,,,
cholesky_blocked_tile_kernels,2000,11,7,0.847696229990106076002,,,
cholesky_blocked_tile_kernels,2000,11,8,0.851171898015309125185,,,
cholesky_blocked_tile_kernels,2000,11,9,0.849271243030671030283,,,
cholesky_blocked_tile_kernels,2000,12,0,0.835705301025882363319,,,
cholesky_blocked_tile_kernels,2000,12,1,0.832214090041816234589,,,
cholesky_blocked_tile_kernels,2000,12,2,0.834534630994312465191,,,
cholesky_blocked_tile_kernels,2000,12,3,0.835135439003352075815,,,
cholesky_blocked_tile_kernels,2000,12,4,0.834253409004304558039,,,
cholesky_blocked_tile_kernels,2000,12,5,0.838971934979781508446,,,
cholesky_blocked_tile_kernels,2000,12,6,0.828381590021308511496,,,
cholesky_blocked_tile_kernels,2000,12,7,0.832070437027141451836,,,
cholesky_blocked_tile_kernels,2000,12,8,0.829881266981828957796,,,
cholesky_blocked_tile_kernels,2000,12,9,0.8326623680186457932,,,
cholesky_blocked_tile_kernels,2000,13,0,0.826066033041570335627,,,
cholesky_blocked_tile_kernels,2000,13,1,0.8195497139822691679,,,
cholesky_blocked_tile_kernels,2000,13,2,0.82443109102314338088,,,
cholesky_blocked_tile_kernels,2000,13,3,0.821685789036564528942,,,
cholesky_blocked_tile_kernels,2000,13,4,0.825846855994313955307,,,
cholesky_blocked_tile_kernels,2000,13,5,0.825764894019812345505,,,
cholesky_blocked_tile_kernels,2000,13,6,0.820381255995016545057,,,
cholesky_blocked_tile_kernels,2000,13,7,0.824467491998802870512,,,
cholesky_blocked_tile_kernels,2000,13,8,0.828129374014679342508,,,
cholesky_blocked_tile_kernels,2000,13,9,0.828169482992962002754,,,
cholesky_blocked_tile_kernels,2000,14,0,0.820178435998968780041,,,
cholesky_blocked_tile_kernels,2000,14,1,0.820207523007411509752,,,
cholesky_blocked_tile_kernels,2000,14,2,0.819378193002194166183,,,
cholesky_blocked_tile_kernels,2000,14,3,0.821635329979471862316,,,
