optimisation,n,block_size,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
cache_blocked,2000,16,0,0.3376290840096772,12.35939943168591,13813.50156743731,13813.50156743731,0
cache_blocked,2000,16,1,0.3318136660382152,12.81649530209073,13813.50156743731,13813.50156743731,0
cache_blocked,2000,16,2,0.3322160840034485,12.81805488973327,13813.50156743731,13813.50156743731,0
cache_blocked,2000,24,0,0.3926132500055246,10.62850708418812,13813.50156743731,13813.50156743731,1.316819920470981e-14
cache_blocked,2000,24,1,0.3752466670121066,11.33304747463909,13813.50156743731,13813.50156743731,1.316819920470981e-14
cache_blocked,2000,24,2,0.3762267919955775,11.31860912249572,13813.50156743731,13813.50156743731,1.316819920470981e-14
cache_blocked,2000,32,0,0.4168589580222033,10.01032274519953,13813.50156743731,13813.50156743731,0
cache_blocked,2000,32,1,0.4154073329991661,10.23739340671876,13813.50156743731,13813.50156743731,0
cache_blocked,2000,32,2,0.4155642910045572,10.24718459258027,13813.50156743731,13813.50156743731,0
cache_blocked,2000,48,0,0.4950133339734748,8.42985920305218,13813.50156743731,13813.50156743731,0
cache_blocked,2000,48,1,0.4975744999828748,8.546837291892279,13813.50156743731,13813.50156743731,0
cache_blocked,2000,48,2,0.5131363330292515,8.298699051126617,13813.50156743731,13813.50156743731,0
cache_blocked,2000,64,0,0.5939552499912679,7.025601186438181,13813.50156743731,13813.50156743731,0
cache_blocked,2000,64,1,0.5682037500082515,7.484442494240017,13813.50156743731,13813.50156743731,0
cache_blocked,2000,64,2,0.5882525419583544,7.239006542720412,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,16,0,0.2866031249868684,14.55982976187379,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,16,1,0.2780646660248749,15.29388236464339,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,16,2,0.2858078750432469,14.89939351518599,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,24,0,0.294424291991163,14.17305848239956,13813.50156743731,13813.50156743731,1.316819920470981e-14
blocked_vectorised,2000,24,1,0.3058526249951683,13.90437074723642,13813.50156743731,13813.50156743731,1.316819920470981e-14
blocked_vectorised,2000,24,2,0.3052275420050137,13.95144085633823,13813.50156743731,13813.50156743731,1.316819920470981e-14
blocked_vectorised,2000,32,0,0.3541736669722013,11.78205241711932,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,32,1,0.3172307080239989,13.40566403056594,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,32,2,0.3058630000450648,13.92245547640947,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,48,0,0.3516250829561614,11.86744891447375,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,48,1,0.3501068329787813,12.14683031395171,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,48,2,0.3756056660204194,11.33732631119824,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,64,0,0.3637007090146653,11.47342472973177,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,64,1,0.3823194580036215,11.1233896233134,13813.50156743731,13813.50156743731,0
blocked_vectorised,2000,64,2,0.3601505000260659,11.82384586360492,13813.50156743731,13813.50156743731,0
