optimisation,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
openmp_tile_parallel_blocked,50000,0,118.664869967000413453,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_tile_parallel_blocked,50000,1,119.754564960720431449,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_tile_parallel_blocked,50000,2,118.134859027828311423,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_block_row_parallel,50000,0,158.786417997999706131,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_block_row_parallel,50000,1,158.993487997959201187,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_block_row_parallel,50000,2,156.926417491993370513,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_tile_list_parallel,50000,0,538.948892108999643824,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_tile_list_parallel,50000,1,539.568892902339653812,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_tile_list_parallel,50000,2,538.445831808349943812,nan,506330.532976503773142,506330.532976503774279,2.2453087522354030766e-16
openmp_task_dag_blocked,50000,0,92.1854381450029904954,nan,506330.532976503773142,506330.532976503773284,2.80663594029425384575e-17
openmp_task_dag_blocked,50000,1,93.1834795819450299001,nan,506330.532976503773142,506330.532976503773284,2.80663594029425384575e-17
openmp_task_dag_blocked,50000,2,92.9854349754059707923,nan,506330.532976503773142,506330.532976503773284,2.80663594029425384575e-17
