method,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
openmp_row_parallel_unblocked,500,0,0.0429133949946844950318,,,,
openmp_row_parallel_unblocked,500,1,0.0111018379975575953722,,,,
openmp_row_parallel_unblocked,500,2,0.0109014080007909797132,,,,
openmp_row_parallel_unblocked,500,3,0.0109109229961177334189,,,,
openmp_row_parallel_unblocked,500,4,0.0109364789968822151423,,,,
openmp_row_parallel_unblocked,500,5,0.0109720479958923533559,,,,
openmp_row_parallel_unblocked,500,6,0.0109029379964340478182,,,,
openmp_row_parallel_unblocked,500,7,0.0109642780007561668754,,,,
openmp_row_parallel_unblocked,500,8,0.0108767019992228597403,,,,
openmp_row_parallel_unblocked,500,9,0.0109713540005031973124,,,,
openmp_tile_parallel_blocked,500,0,0.00298185100109549239278,,,,
openmp_tile_parallel_blocked,500,1,0.00298281299910740926862,,,,
openmp_tile_parallel_blocked,500,2,0.00308318399765994399786,,,,
openmp_tile_parallel_blocked,500,3,0.00290990399662405252457,,,,
openmp_tile_parallel_blocked,500,4,0.00304474099539220333099,,,,
openmp_tile_parallel_blocked,500,5,0.0030639460019301623106,,,,
openmp_tile_parallel_blocked,500,6,0.00313190400629537180066,,,,
openmp_tile_parallel_blocked,500,7,0.00290672499977517873049,,,,
openmp_tile_parallel_blocked,500,8,0.00302832599845714867115,,,,
openmp_tile_parallel_blocked,500,9,0.00281974899553461000323,,,,
openmp_block_row_parallel,500,0,0.00803555399761535227299,,,,
openmp_block_row_parallel,500,1,0.00820803699753014370799,,,,
openmp_block_row_parallel,500,2,0.00782681100099580362439,,,,
openmp_block_row_parallel,500,3,0.00815931500255828723311,,,,
openmp_block_row_parallel,500,4,0.00799020799604477360845,,,,
openmp_block_row_parallel,500,5,0.00801604899606900289655,,,,
openmp_block_row_parallel,500,6,0.00823040300019783899188,,,,
openmp_block_row_parallel,500,7,0.00806848900538170710206,,,,
openmp_block_row_parallel,500,8,0.00837612599571002647281,,,,
openmp_block_row_parallel,500,9,0.00811496200185501947999,,,,
openmp_tile_list_parallel,500,0,0.0107244630053173750639,,,,
openmp_tile_list_parallel,500,1,0.00997874699532985687256,,,,
openmp_tile_list_parallel,500,2,0.0103964699956122785807,,,,
openmp_tile_list_parallel,500,3,0.0108845979993930086493,,,,
openmp_tile_list_parallel,500,4,0.0108431979970191605389,,,,
openmp_tile_list_parallel,500,5,0.0103753820003475993872,,,,
openmp_tile_list_parallel,500,6,0.010863892995985224843,,,,
openmp_tile_list_parallel,500,7,0.0108314710014383308589,,,,
openmp_tile_list_parallel,500,8,0.0108219839967205189168,,,,
openmp_tile_list_parallel,500,9,0.0104317250006715767086,,,,
openmp_task_dag_blocked,500,0,0.00389215700124623253942,,,,
openmp_task_dag_blocked,500,1,0.00389718399674165993929,,,,
openmp_task_dag_blocked,500,2,0.00381274700339417904615,,,,
openmp_task_dag_blocked,500,3,0.0038462679949589073658,,,,
openmp_task_dag_blocked,500,4,0.00382723000075202435255,,,,
openmp_task_dag_blocked,500,5,0.00382708700635703280568,,,,
openmp_task_dag_blocked,500,6,0.00383304699789732694626,,,,
openmp_task_dag_blocked,500,7,0.00397483599954284727573,,,,
openmp_task_dag_blocked,500,8,0.00379848799639148637652,,,,
openmp_task_dag_blocked,500,9,0.00388293300056830048561,,,,
