method,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
openmp_row_parallel_unblocked,100,0,0.0191126730060204863548,,,,
openmp_row_parallel_unblocked,100,1,0.0013347550047910772264,,,,
openmp_row_parallel_unblocked,100,2,0.00134134299878496676683,,,,
openmp_row_parallel_unblocked,100,3,0.00132103999931132420897,,,,
openmp_row_parallel_unblocked,100,4,0.00136848499823827296495,,,,
openmp_row_parallel_unblocked,100,5,0.00133460099459625780582,,,,
openmp_row_parallel_unblocked,100,6,0.00132260099780978634953,,,,
openmp_row_parallel_unblocked,100,7,0.00132158899941714480519,,,,
openmp_row_parallel_unblocked,100,8,0.00131814699852839112282,,,,
openmp_row_parallel_unblocked,100,9,0.00131854900246253237128,,,,
openmp_tile_parallel_blocked,100,0,0.00017508200107840821147,,,,
openmp_tile_parallel_blocked,100,1,0.000180339004145935177803,,,,
openmp_tile_parallel_blocked,100,2,0.000188800004252698272467,,,,
openmp_tile_parallel_blocked,100,3,0.000184413998795207589865,,,,
openmp_tile_parallel_blocked,100,4,0.000187805999303236603737,,,,
openmp_tile_parallel_blocked,100,5,0.000178588001290336251259,,,,
openmp_tile_parallel_blocked,100,6,0.000175720997503958642483,,,,
openmp_tile_parallel_blocked,100,7,0.000183058997208718210459,,,,
openmp_tile_parallel_blocked,100,8,0.000193973995919805020094,,,,
openmp_tile_parallel_blocked,100,9,0.000184030999662354588509,,,,
openmp_block_row_parallel,100,0,4.95760032208636403084e-05,,,,
openmp_block_row_parallel,100,1,4.6756998926866799593e-05,,,,
openmp_block_row_parallel,100,2,4.26370024797506630421e-05,,,,
openmp_block_row_parallel,100,3,4.05979953939095139503e-05,,,,
openmp_block_row_parallel,100,4,4.07479965360835194588e-05,,,,
openmp_block_row_parallel,100,5,4.03270023525692522526e-05,,,,
openmp_block_row_parallel,100,6,4.45660043624229729176e-05,,,,
openmp_block_row_parallel,100,7,3.75809977413155138493e-05,,,,
openmp_block_row_parallel,100,8,5.08939992869272828102e-05,,,,
openmp_block_row_parallel,100,9,6.94090049364604055882e-05,,,,
openmp_tile_list_parallel,100,0,0.000278153995168395340443,,,,
openmp_tile_list_parallel,100,1,0.000135403999593108892441,,,,
openmp_tile_list_parallel,100,2,0.000137066002935171127319,,,,
openmp_tile_list_parallel,100,3,0.000139670002681668847799,,,,
openmp_tile_list_parallel,100,4,0.000123434001579880714417,,,,
openmp_tile_list_parallel,100,5,6.0363992815837264061e-05,,,,
openmp_tile_list_parallel,100,6,5.85720044909976422787e-05,,,,
openmp_tile_list_parallel,100,7,5.76819948037154972553e-05,,,,
openmp_tile_list_parallel,100,8,5.78049948671832680702e-05,,,,
openmp_tile_list_parallel,100,9,5.54009966435842216015e-05,,,,
openmp_task_dag_blocked,100,0,0.000163338001584634184837,,,,
openmp_task_dag_blocked,100,1,0.000156977999722585082054,,,,
openmp_task_dag_blocked,100,2,0.000134267000248655676842,,,,
openmp_task_dag_blocked,100,3,8.67999988258816301823e-05,,,,
openmp_task_dag_blocked,100,4,8.4148996393196284771e-05,,,,
openmp_task_dag_blocked,100,5,9.09379959921352565289e-05,,,,
openmp_task_dag_blocked,100,6,8.50930009619332849979e-05,,,,
openmp_task_dag_blocked,100,7,8.4469997091218829155e-05,,,,
openmp_task_dag_blocked,100,8,0.000138113995490130037069,,,,
openmp_task_dag_blocked,100,9,8.54720055940560996532e-05,,,,
