method,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
openmp_row_parallel_unblocked,2000,0,0.383856728003593161702,,,,
openmp_row_parallel_unblocked,2000,1,0.13440728599380236119,,,,
openmp_row_parallel_unblocked,2000,2,0.13415366200206335634,,,,
openmp_row_parallel_unblocked,2000,3,0.133972668001661077142,,,,
openmp_row_parallel_unblocked,2000,4,0.134324175000074319541,,,,
openmp_row_parallel_unblocked,2000,5,0.134494238001934718341,,,,
openmp_row_parallel_unblocked,2000,6,0.13437953899847343564,,,,
openmp_row_parallel_unblocked,2000,7,0.13410349799960386008,,,,
openmp_row_parallel_unblocked,2000,8,0.133935448997362982482,,,,
openmp_row_parallel_unblocked,2000,9,0.134295516996644437313,,,,
openmp_tile_parallel_blocked,2000,0,0.0458319509998545981944,,,,
openmp_tile_parallel_blocked,2000,1,0.044885923001857008785,,,,
openmp_tile_parallel_blocked,2000,2,0.0454266489978181198239,,,,
openmp_tile_parallel_blocked,2000,3,0.0449649109941674396396,,,,
openmp_tile_parallel_blocked,2000,4,0.0447991229957551695406,,,,
openmp_tile_parallel_blocked,2000,5,0.0452047260041581466794,,,,
openmp_tile_parallel_blocked,2000,6,0.0451962430015555582941,,,,
openmp_tile_parallel_blocked,2000,7,0.045643942001333925873,,,,
openmp_tile_parallel_blocked,2000,8,0.0458276950012077577412,,,,
openmp_tile_parallel_blocked,2000,9,0.0458474299957742914557,,,,
openmp_block_row_parallel,2000,0,0.154719007994572166353,,,,
openmp_block_row_parallel,2000,1,0.155401554002310149372,,,,
openmp_block_row_parallel,2000,2,0.154448070999933406711,,,,
openmp_block_row_parallel,2000,3,0.155625788000179454684,,,,
openmp_block_row_parallel,2000,4,0.15609067000332288444,,,,
openmp_block_row_parallel,2000,5,0.155239708998124115169,,,,
openmp_block_row_parallel,2000,6,0.155541889995220117271,,,,
openmp_block_row_parallel,2000,7,0.155084101999818813056,,,,
openmp_block_row_parallel,2000,8,0.154637699997692834586,,,,
openmp_block_row_parallel,2000,9,0.154847760000848211348,,,,
openmp_tile_list_parallel,2000,0,0.210763597002369351685,,,,
openmp_tile_list_parallel,2000,1,0.207206917002622503787,,,,
openmp_tile_list_parallel,2000,2,0.206889922999835107476,,,,
openmp_tile_list_parallel,2000,3,0.20232724399829749018,,,,
openmp_tile_list_parallel,2000,4,0.200763351997011341155,,,,
openmp_tile_list_parallel,2000,5,0.206540860002860426903,,,,
openmp_tile_list_parallel,2000,6,0.210443821000808384269,,,,
openmp_tile_list_parallel,2000,7,0.206438191999041009694,,,,
openmp_tile_list_parallel,2000,8,0.203348684997763484716,,,,
openmp_tile_list_parallel,2000,9,0.203259290996356867254,,,,
openmp_task_dag_blocked,2000,0,0.03426133299944922328,,,,
openmp_task_dag_blocked,2000,1,0.0335103690013056620955,,,,
openmp_task_dag_blocked,2000,2,0.0339489219986717216671,,,,
openmp_task_dag_blocked,2000,3,0.0331051130051491782069,,,,
openmp_task_dag_blocked,2000,4,0.0339854109988664276898,,,,
openmp_task_dag_blocked,2000,5,0.0335634199946071021259,,,,
openmp_task_dag_blocked,2000,6,0.033393876998161431402,,,,
openmp_task_dag_blocked,2000,7,0.0340584420046070590615,,,,
openmp_task_dag_blocked,2000,8,0.0344798000005539506674,,,,
openmp_task_dag_blocked,2000,9,0.0342727809984353370965,,,,
