optimisation,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
openmp_row_parallel_unblocked,20000,0,164.390587800000048446,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_row_parallel_unblocked,20000,1,165.990587130484001242,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_row_parallel_unblocked,20000,2,163.891547198412003487,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_tile_parallel_blocked,20000,0,9.21424248499988607364,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_tile_parallel_blocked,20000,1,10.1143434041298430035,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_tile_parallel_blocked,20000,2,8.97454321125963843021,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_block_row_parallel,20000,0,14.1552770789999158296,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_block_row_parallel,20000,1,13.5518779789329858001,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_block_row_parallel,20000,2,14.9915175077989415329,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_tile_list_parallel,20000,0,38.2356499559996336757,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_tile_list_parallel,20000,1,40.0015649953290767985,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_tile_list_parallel,20000,2,37.8735699765990533606,nan,184205.472181557390542,184205.472181557391167,3.3944572876347525448e-16
openmp_task_dag_blocked,20000,0,6.03423093099991092458,nan,184205.472181557390542,184205.472181557390428,6.17174052297227735418e-17
openmp_task_dag_blocked,20000,1,6.50148657193095193083,nan,184205.472181557390542,184205.472181557390428,6.17174052297227735418e-17
openmp_task_dag_blocked,20000,2,6.97461992109901127495,nan,184205.472181557390542,184205.472181557390428,6.17174052297227735418e-17
