optimisation,n,block_size,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
cache_blocked_1,2000,8,0,0.458843166008591651917,17.573698179169557676,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,1,0.457138161989860236645,16.8476551650092822854,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,2,0.459029417950659990311,16.6313851040731286446,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,3,0.453591414028778672218,17.7893545192009625566,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,4,0.456344059959519654512,12.9579580581304369957,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,5,0.456334629969205707312,13.15788248288986928,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,6,0.460105840989854186773,13.6921727389367671179,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,7,0.457578906032722443342,13.1278995027389875361,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,8,0.454425400006584823132,12.9682990340622747993,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,8,9,0.456511757976841181517,12.9253181039064788393,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_1,2000,12,0,0.417339518025983124971,19.3213701619973434731,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,1,0.417431396024767309427,18.4502320364861986945,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,2,0.417461272969376295805,18.2874329149951897477,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,3,0.418213989993091672659,19.2941859050599866521,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,4,0.417512873013038188219,14.1631254297822692934,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,5,0.417588918004184961319,14.3787279190863674927,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,6,0.41704964800737798214,15.1057522362790876969,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,7,0.417379178048577159643,14.3923085024420860378,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,8,0.417637199978344142437,14.110631132150906808,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,12,9,0.417440993012860417366,14.1350748699528292462,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_1,2000,16,0,0.402454124996438622475,20.0360011494004126575,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,1,0.402210283966269344091,19.1484564741194169812,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,2,0.402140119986142963171,18.9841665743249592424,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,3,0.403918394993524998426,19.9770512337101138201,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,4,0.402081048989202827215,14.7067045410319945375,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,5,0.401825590000953525305,14.9427950419822526129,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,6,0.402293374005239456892,15.6598369749555139663,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,7,0.402131526963785290718,14.9380227368042266534,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,8,0.403316612995695322752,14.6116581516111647687,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,16,9,0.401881338038947433233,14.6823430986297722711,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,24,0,0.387184343999251723289,20.8261812131152836969,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,1,0.387191660003736615181,19.891198369037685012,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,2,0.386936981987673789263,19.7300733179315521681,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,3,0.387296553002670407295,20.8344185055733532863,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,4,0.386951168999075889587,15.2817400819030453363,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,5,0.386853625008370727301,15.5211093960355661636,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,6,0.387029987003188580275,16.2774174213404165812,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,7,0.386966576043050736189,15.5234334561818361209,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,8,0.387102615030016750097,15.2236751888172907599,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,24,9,0.387136470002587884665,15.2415495496582753532,13813.5015674373143577,13813.5015674373143586,6.42978476792470805379e-18
cache_blocked_1,2000,32,0,0.375491608981974422932,21.4747044091647758535,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,1,0.375478848000057041645,20.5116910233253655349,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,2,0.37551027198787778616,20.3304558983739696032,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,3,0.375772620958741754293,21.4733538873487042054,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,4,0.375738953996915370226,15.737753901026088954,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,5,0.375427289982326328754,15.9935028545487618601,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,6,0.37594283203361555934,16.7574644765764411147,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,7,0.375611439987551420927,15.9927234728790832463,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,8,0.376211450027767568827,15.6643942536140112765,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
cache_blocked_1,2000,32,9,0.375908594054635614157,15.6967938039922394466,13813.5015674373143577,13813.5015674373143497,5.78680629113223724834e-17
