method,n,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
upper_triangle,1,0,2.52010067924857139587e-07,,,
upper_triangle,1,1,5.00003807246685028076e-08,,,
upper_triangle,1,2,4.1996827349066734314e-08,,,
upper_triangle,1,3,3.30037437379360198975e-08,,,
upper_triangle,1,4,4.1996827349066734314e-08,,,
upper_triangle,1,5,2.59897205978631973267e-08,,,
upper_triangle,1,6,3.00060492008924484253e-08,,,
upper_triangle,1,7,2.70083546638488769531e-08,,,
upper_triangle,1,8,2.50001903623342514038e-08,,,
upper_triangle,1,9,4.29863575845956802368e-08,,,
upper_triangle,201,0,0.000292128999717533588409,,,
upper_triangle,201,1,0.000289707997580990195274,,,
upper_triangle,201,2,0.000287917006062343716621,,,
upper_triangle,201,3,0.000287584000034257769585,,,
upper_triangle,201,4,0.000478319998364895582199,,,
upper_triangle,201,5,0.000284956011455506086349,,,
upper_triangle,201,6,0.000284799985820427536964,,,
upper_triangle,201,7,0.000285654008621349930763,,,
upper_triangle,201,8,0.000285073998384177684784,,,
upper_triangle,201,9,0.000284348003333434462547,,,
upper_triangle,401,0,0.002408420987194404006,,,
upper_triangle,401,1,0.00242676798370666801929,,,
upper_triangle,401,2,0.00222805602243170142174,,,
upper_triangle,401,3,0.00247522600693628191948,,,
upper_triangle,401,4,0.0023038699873723089695,,,
upper_triangle,401,5,0.00243603900889866054058,,,
upper_triangle,401,6,0.00222583799040876328945,,,
upper_triangle,401,7,0.00225385799421928822994,,,
upper_triangle,401,8,0.00224868598161265254021,,,
upper_triangle,401,9,0.00222785599180497229099,,,
upper_triangle,601,0,0.00845947599736973643303,,,
upper_triangle,601,1,0.00845680700149387121201,,,
upper_triangle,601,2,0.00848831000621430575848,,,
upper_triangle,601,3,0.00844995799707248806953,,,
upper_triangle,601,4,0.00856292698881588876247,,,
upper_triangle,601,5,0.00843720798729918897152,,,
upper_triangle,601,6,0.00853721500607207417488,,,
upper_triangle,601,7,0.00858133900328539311886,,,
upper_triangle,601,8,0.00855980502092279493809,,,
upper_triangle,601,9,0.00854471902130171656609,,,
upper_triangle,801,0,0.0254937099816743284464,,,
upper_triangle,801,1,0.0255478430190123617649,,,
upper_triangle,801,2,0.0255473399884067475796,,,
upper_triangle,801,3,0.0255271740024909377098,,,
