method,n,elapsed_median,elapsed_mean,elapsed_error
cholesky_blocked_tile_kernels_unrolled,1,8.550705388188362e-08,1.4730612747371198e-07,1.7056308782285295e-07
cholesky_blocked_tile_kernels_unrolled,201,0.0006150049885036001,0.00061577738961201,3.911618853181269e-06
cholesky_blocked_tile_kernels_unrolled,401,0.0046771685010753,0.004680943596758839,1.1335629918792065e-05
cholesky_blocked_tile_kernels_unrolled,601,0.0156337590015027,0.01563784669269802,7.287483533702566e-05
cholesky_blocked_tile_kernels_unrolled,801,0.03690866900433315,0.036916943005053285,6.385768297116314e-05
cholesky_blocked_tile_kernels_unrolled,1001,0.0718784180062357,0.07192097850202112,0.00010561312858705534
cholesky_blocked_tile_kernels_unrolled,1201,0.12444043150753706,0.12446361280453852,0.000218078147795422
cholesky_blocked_tile_kernels_unrolled,1401,0.1981883344997186,0.1982799287041416,0.00034370527092674114
cholesky_blocked_tile_kernels_unrolled,1601,0.2993325545103289,0.29950113859667904,0.00038606763665684934
cholesky_blocked_tile_kernels_unrolled,1801,0.42290335899451736,0.42305002890352617,0.0006212984344257923
cholesky_blocked_tile_kernels_unrolled,2001,0.5856694385001902,0.586212365803658,0.0014638445235541254
cholesky_blocked_tile_kernels_unrolled,2201,0.748917414501193,0.7491574803018011,0.0006989837538570117
cholesky_blocked_tile_kernels_unrolled,2401,0.9690844904980622,0.9694041876995471,0.0009883085294301397
cholesky_blocked_tile_kernels_unrolled,2601,1.2337934999959543,1.2346294740011217,0.0019889072636187152
cholesky_blocked_tile_kernels_unrolled,2801,1.5409285344940145,1.540753090698854,0.0009620809673141452
cholesky_blocked_tile_kernels_unrolled,3001,1.8886800780019257,1.8894879073050106,0.002235787079758708
cholesky_blocked_tile_kernels_unrolled,3201,2.2925312084989855,2.292397759994492,0.0012524324812401534
cholesky_blocked_tile_kernels_unrolled,3401,2.7488805589964613,2.7487063425942324,0.0035467468731747737
cholesky_blocked_tile_kernels_unrolled,3601,3.268800593999913,3.268640702101402,0.0025869367498508747
cholesky_blocked_tile_kernels_unrolled,3801,3.8421173699898645,3.8424230716977035,0.0016047704241739865
cholesky_blocked_tile_kernels_unrolled,4001,4.395172361997538,4.395288522398914,0.0014932681067997022
cholesky_blocked_tile_kernels_unrolled,4201,5.058654034000938,5.063637678101077,0.010049482612725015
cholesky_blocked_tile_kernels_unrolled,4401,5.923601611008053,5.923917310201796,0.002871251633393252
cholesky_blocked_tile_kernels_unrolled,4601,6.778873756004032,6.779161065406515,0.0020881628004613775
cholesky_blocked_tile_kernels_unrolled,4801,7.72242845450819,7.723185613896931,0.002863639808045592
