method,n,elapsed_median,elapsed_mean,elapsed_error
cholesky_blocked_tile_kernels_unrolled,1,8.55070538818836212158e-08,1.4730612747371195688e-07,1.61810352681463546832e-07
cholesky_blocked_tile_kernels_unrolled,201,0.000615004988503642380238,0.000615777389612048864365,3.71088747434546577602e-06
cholesky_blocked_tile_kernels_unrolled,401,0.00467716850107535719872,0.00468094359675888006811,1.07539227768381942638e-05
cholesky_blocked_tile_kernels_unrolled,601,0.0156337590015027672052,0.0156378466926980763674,6.91351391324134570112e-05
cholesky_blocked_tile_kernels_unrolled,801,0.0369086690043332055211,0.0369169430050533264875,6.05807172869429215911e-05
cholesky_blocked_tile_kernels_unrolled,1001,0.0718784180062357336283,0.0719209785020211711526,0.000100193411145404107066
cholesky_blocked_tile_kernels_unrolled,1201,0.124440431507537141442,0.124463612804538575896,0.000206887096483296449665
cholesky_blocked_tile_kernels_unrolled,1401,0.198188334499718621373,0.198279928704141628071,0.00032606744998013261665
cholesky_blocked_tile_kernels_unrolled,1601,0.299332554510328918695,0.299501138596679095105,0.000366255918814188913095
cholesky_blocked_tile_kernels_unrolled,1801,0.422903358994517475367,0.423050028903526276203,0.000589415447844652239107
cholesky_blocked_tile_kernels_unrolled,2001,0.585669438500190153718,0.586212365803657986518,0.00138872485043851261535
cholesky_blocked_tile_kernels_unrolled,2201,0.748917414501192979515,0.749157480301801070866,0.000663114212892788922396
cholesky_blocked_tile_kernels_unrolled,2401,0.969084490498062223196,0.969404187699547059687,0.000937591795191201719806
cholesky_blocked_tile_kernels_unrolled,2601,1.23379349999595433474,1.23462947400112166285,0.00188684310236646320645
cholesky_blocked_tile_kernels_unrolled,2801,1.54092853449401445687,1.54075309069885402202,0.000912710145063224732344
cholesky_blocked_tile_kernels_unrolled,3001,1.88868007800192572176,1.88948790730501059443,0.00212105386056422613034
cholesky_blocked_tile_kernels_unrolled,3201,2.29253120849898550659,2.29239775999449202359,0.00118816177688851518611
cholesky_blocked_tile_kernels_unrolled,3401,2.74888055899646133184,2.74870634259423241019,0.00336473952099370894955
cholesky_blocked_tile_kernels_unrolled,3601,3.26880059399991296232,3.26864070210140189587,0.00245418368769658281139
cholesky_blocked_tile_kernels_unrolled,3801,3.84211736998986452818,3.84242307169770347386,0.00152241889861925018372
cholesky_blocked_tile_kernels_unrolled,4001,4.39517236199753824621,4.3952885223989142105,0.00141663851243243980871
cholesky_blocked_tile_kernels_unrolled,4201,5.05865403400093782693,5.06363767810107656686,0.00953377630874139084249
cholesky_blocked_tile_kernels_unrolled,4401,5.92360161100805271417,5.92391731020179612699,0.0027239084691005597573
cholesky_blocked_tile_kernels_unrolled,4601,6.77887375600403174758,6.77916106540651508539,0.00198100517240806404604
cholesky_blocked_tile_kernels_unrolled,4801,7.72242845450819004327,7.72318561389693059027,0.0027166872575257075377
