method,n,elapsed_median,elapsed_mean,elapsed_error
cholesky_blocked_tile_kernels,1,5.25033101439476013184e-08,1.10795372165739538932e-07,1.70946391026383292724e-07
cholesky_blocked_tile_kernels,201,0.000714743990101851522923,0.000727908400585874893439,3.86846309509946889907e-05
cholesky_blocked_tile_kernels,401,0.00616432500828523188829,0.00617127250297926348982,7.039751933806502192e-05
cholesky_blocked_tile_kernels,601,0.0213029775040922686458,0.0213371279067359857773,0.000206893782242021712818
cholesky_blocked_tile_kernels,801,0.0506368924834532663226,0.0506587176991160972883,0.000190446082614996751916
cholesky_blocked_tile_kernels,1001,0.0994406959944171831012,0.0994622344966046567638,0.000260647172316092845361
cholesky_blocked_tile_kernels,1201,0.172535974008496850729,0.172582048800541093536,0.000241500786361346334204
cholesky_blocked_tile_kernels,1401,0.274753618999966420233,0.274770483604515891596,0.00036745656523747721213
cholesky_blocked_tile_kernels,1601,0.410762165513006038964,0.410946589004015538915,0.000928877193996556710723
cholesky_blocked_tile_kernels,1801,0.58405615300580393523,0.584162724105408370789,0.000609012988124465744037
cholesky_blocked_tile_kernels,2001,0.80057850800221785903,0.801039164906251266451,0.00167511399616949519312
cholesky_blocked_tile_kernels,2201,1.05623003499931655824,1.05647065189550626307,0.000994589508498221761337
cholesky_blocked_tile_kernels,2401,1.37389789801090955734,1.37384763739828485996,0.000805792213259098042723
cholesky_blocked_tile_kernels,2601,1.74576572750811465085,1.74634904420527159452,0.00180724733027178311937
cholesky_blocked_tile_kernels,2801,2.18034465250093489885,2.18094937010027933866,0.00177166276160035073006
cholesky_blocked_tile_kernels,3001,2.68470503098797053099,2.68528000840451586129,0.00189358168953176488579
cholesky_blocked_tile_kernels,3201,3.25986154848942533135,3.26014272050233566702,0.00173957156062103709265
cholesky_blocked_tile_kernels,3401,3.90859645999444182962,3.90911508999997758806,0.00241940868059990115205
cholesky_blocked_tile_kernels,3601,4.64048369100783020258,4.6408373891026712954,0.00248806009127278083756
cholesky_blocked_tile_kernels,3801,5.47264893300598487258,5.47327154390222858638,0.00205562538244095927009
cholesky_blocked_tile_kernels,4001,6.370531477514305152,6.36862917100370395929,0.00850933071408501925936
cholesky_blocked_tile_kernels,4201,7.37409903699881397188,7.37681085450749396415,0.0162332132827065558911
cholesky_blocked_tile_kernels,4401,8.49002370849484577775,8.49011073249566905474,0.00342662607655147078214
cholesky_blocked_tile_kernels,4601,9.68545392100349999964,9.68549454040185153758,0.00239205024880155547873
cholesky_blocked_tile_kernels,4801,11.0394482449773931876,11.0395885318983353329,0.00332471500699495865414
