method,n,elapsed_median,elapsed_mean,elapsed_error
cholesky_blocked_tile_kernels,1,5.25033101439476e-08,1.1079537216573955e-07,1.8019331780971343e-07
cholesky_blocked_tile_kernels,201,0.0007147439901018,0.00072790840058583,4.077718141605559e-05
cholesky_blocked_tile_kernels,401,0.00616432500828515,0.006171272502979211,7.420550091134071e-05
cholesky_blocked_tile_kernels,601,0.02130297750409225,0.02133712790673594,0.00021808519520389618
cholesky_blocked_tile_kernels,801,0.0506368924834532,0.05065871769911604,0.00020074779750664886
cholesky_blocked_tile_kernels,1001,0.09944069599441716,0.0994622344966046,0.0002747462434003949
cholesky_blocked_tile_kernels,1201,0.1725359740084968,0.17258204880054104,0.00025456418054119103
cholesky_blocked_tile_kernels,1401,0.2747536189999664,0.27477048360451584,0.0003873332291108749
cholesky_blocked_tile_kernels,1601,0.41076216551300604,0.41094658900401554,0.000979122533205052
cholesky_blocked_tile_kernels,1801,0.5840561530058038,0.5841627241054084,0.0006419560556995028
cholesky_blocked_tile_kernels,2001,0.8005785080022179,0.8010391649062513,0.0017657251894407523
cholesky_blocked_tile_kernels,2201,1.0562300349993166,1.0564706518955063,0.0010483893945872297
cholesky_blocked_tile_kernels,2401,1.3738978980109096,1.3738476373982849,0.0008493795715756154
cholesky_blocked_tile_kernels,2601,1.7457657275081147,1.7463490442052716,0.001905005952972478
cholesky_blocked_tile_kernels,2801,2.180344652500935,2.1809493701002793,0.0018674965241204159
cholesky_blocked_tile_kernels,3001,2.6847050309879705,2.685280008404516,0.001996010358169926
cholesky_blocked_tile_kernels,3201,3.2598615484894253,3.2601427205023357,0.001833669428138824
cholesky_blocked_tile_kernels,3401,3.908596459994442,3.9091150899999776,0.002550280673825998
cholesky_blocked_tile_kernels,3601,4.64048369100783,4.640837389102671,0.0026226456145961898
cholesky_blocked_tile_kernels,3801,5.472648933005985,5.473271543902229,0.0021668194081894275
cholesky_blocked_tile_kernels,4001,6.370531477514305,6.368629171003704,0.008969622140045186
cholesky_blocked_tile_kernels,4201,7.374099036998814,7.376810854507494,0.01711130923888386
cholesky_blocked_tile_kernels,4401,8.490023708494846,8.490110732495669,0.0036119810305427088
cholesky_blocked_tile_kernels,4601,9.6854539210035,9.685494540401852,0.002521442354595241
cholesky_blocked_tile_kernels,4801,11.039448244977393,11.039588531898334,0.003504557331015969
