method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_tile_list_parallel,1,7.694907253608108e-07,1.98000343516469e-06,3.0156374800481792e-06
openmp_tile_list_parallel,201,0.0005637485010082999,0.00056822679762257,2.057801098207076e-05
openmp_tile_list_parallel,401,0.00362623299588445,0.0036098471959120997,4.188193727611075e-05
openmp_tile_list_parallel,601,0.01165116601623585,0.01162793280382169,0.00014941184562537022
openmp_tile_list_parallel,801,0.0257705349940806,0.02570101160090411,0.00023694908962086254
openmp_tile_list_parallel,1001,0.0483413339970866,0.04832545649842355,0.0002918503376446666
openmp_tile_list_parallel,1201,0.08175958800711665,0.08180087149376045,0.0003951048505012503
openmp_tile_list_parallel,1401,0.12425980149419044,0.12436969219997987,0.0005309187159041292
openmp_tile_list_parallel,1601,0.18510667500959235,0.18498421390249856,0.0008860082367803121
openmp_tile_list_parallel,1801,0.26413215100183146,0.26438222510041665,0.0008654683358242439
openmp_tile_list_parallel,2001,0.350356164999539,0.35022734560188834,0.0009490147950107301
openmp_tile_list_parallel,2201,0.4495920784975168,0.44948782969731826,0.0005093356180675616
openmp_tile_list_parallel,2401,0.5776584400155116,0.5778945067024324,0.0008209692683536454
openmp_tile_list_parallel,2601,0.8017925465101143,0.7998551816010149,0.005276719195343604
openmp_tile_list_parallel,2801,0.9116618765110616,0.9118273878062609,0.0025723559131577475
openmp_tile_list_parallel,3001,1.0926274660014315,1.0914816577016608,0.0066898531435190065
openmp_tile_list_parallel,3201,1.4928853239835007,1.4919844180956716,0.005366235293612817
openmp_tile_list_parallel,3401,1.6230563385179266,1.6234442223998484,0.003143503591375098
openmp_tile_list_parallel,3601,2.0402920150081627,2.0391757021978263,0.009781563739284462
openmp_tile_list_parallel,3801,2.2037643250077963,2.201028472898179,0.008273668783843374
openmp_tile_list_parallel,4001,2.567093099001795,2.566752851198544,0.005759214325296032
openmp_tile_list_parallel,4201,2.980277668990311,2.980292697204277,0.008380397123940854
openmp_tile_list_parallel,4401,3.406046910007717,3.4060113485960755,0.005448287651235264
openmp_tile_list_parallel,4601,3.980047974982881,3.9793975545995637,0.013895164406472493
openmp_tile_list_parallel,4801,4.394102170990664,4.385089418891584,0.01850016596427638
