method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_block_row_parallel,1,7.39964889362454414368e-08,1.0409567039459943242e-07,1.06042558696101579137e-07
openmp_block_row_parallel,201,0.00047181650006677955389,0.000508832803461700677872,5.94452888471508190493e-05
openmp_block_row_parallel,401,0.00305423801182769238949,0.00309150309185497480097,5.5900856792515431768e-05
openmp_block_row_parallel,601,0.00983433549117762595415,0.00985786519886460224638,5.87241706247714821232e-05
openmp_block_row_parallel,801,0.0225432320003164932132,0.0225376857939409078191,0.000127052022629513012165
openmp_block_row_parallel,1001,0.043799236504128202796,0.043781951206619852679,0.000123954785663869370554
openmp_block_row_parallel,1201,0.0722763355006463825703,0.0722845079028047593495,0.00031515981976027704391
openmp_block_row_parallel,1401,0.111181105501600541174,0.111184077998041169755,0.000283006971067815114602
openmp_block_row_parallel,1601,0.164424732516636140645,0.164258601600886317007,0.00068937969270969684174
openmp_block_row_parallel,1801,0.234941340502700768411,0.234989722401951428576,0.000767669671138319735515
openmp_block_row_parallel,2001,0.31174855399876832962,0.31125428339873906225,0.00165258578804016440823
openmp_block_row_parallel,2201,0.395280235505197197199,0.395258407504297804014,0.000891721685980359263408
openmp_block_row_parallel,2401,0.517854540987173095345,0.51578519400500222325,0.0049942814352137284914
openmp_block_row_parallel,2601,0.653388065999024547637,0.651708014603354923722,0.00714042131009603227992
openmp_block_row_parallel,2801,0.813116625009570270777,0.813140289401053428797,0.002122360175641548833
openmp_block_row_parallel,3001,0.999754025484435260296,1.04599236279318574816,0.141493769288159598752
openmp_block_row_parallel,3201,1.2320371339883422479,1.2316870806971564889,0.00722006100169993517146
openmp_block_row_parallel,3401,1.45298958699277136475,1.45310917969909492165,0.00279077425171797175937
openmp_block_row_parallel,3601,1.87801154049520846456,1.87579459939734083385,0.00761558054564183753432
openmp_block_row_parallel,3801,2.02632649100269190967,2.02302573699853383005,0.00937159179759897847939
openmp_block_row_parallel,4001,2.36331371300911996514,2.36258488590247006655,0.00494953700796191709693
openmp_block_row_parallel,4201,2.72632044799684081227,2.72024111329810702742,0.0181607362199707744743
openmp_block_row_parallel,4401,3.17787117100670002401,3.17424860090541205437,0.00789637431650190395327
openmp_block_row_parallel,4601,3.97961002698866650462,3.97621790789708029479,0.0126272061781056814389
openmp_block_row_parallel,4801,4.06804175549768842757,4.06773575009719934314,0.0116489783709438580322
