method,n,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
openmp_row_parallel_unblocked,1,0,4.85300552099943161011e-06,,,
openmp_row_parallel_unblocked,1,1,1.30699481815099716187e-06,,,
openmp_row_parallel_unblocked,1,2,6.07979018241167068481e-07,,,
openmp_row_parallel_unblocked,1,3,5.83007931709289550781e-07,,,
openmp_row_parallel_unblocked,1,4,5.58007741346955299377e-07,,,
openmp_row_parallel_unblocked,1,5,5.48985553905367851257e-07,,,
openmp_row_parallel_unblocked,1,6,5.56989107280969619751e-07,,,
openmp_row_parallel_unblocked,1,7,5.85016096010804176331e-07,,,
openmp_row_parallel_unblocked,1,8,5.55999577045440673828e-07,,,
openmp_row_parallel_unblocked,1,9,5.61994966119527816772e-07,,,
openmp_row_parallel_unblocked,201,0,0.000418288022046908736229,,,
openmp_row_parallel_unblocked,201,1,0.000408480002079159021378,,,
openmp_row_parallel_unblocked,201,2,0.000399951997678726911545,,,
openmp_row_parallel_unblocked,201,3,0.000403596000978723168373,,,
openmp_row_parallel_unblocked,201,4,0.000400278018787503242493,,,
openmp_row_parallel_unblocked,201,5,0.000402449979446828365326,,,
openmp_row_parallel_unblocked,201,6,0.000574171979678794741631,,,
openmp_row_parallel_unblocked,201,7,0.000400800985516980290413,,,
openmp_row_parallel_unblocked,201,8,0.000398739008232951164246,,,
openmp_row_parallel_unblocked,201,9,0.000396953982999548316002,,,
openmp_row_parallel_unblocked,401,0,0.00277072400785982608795,,,
openmp_row_parallel_unblocked,401,1,0.00274400200578384101391,,,
openmp_row_parallel_unblocked,401,2,0.00274113297928124666214,,,
openmp_row_parallel_unblocked,401,3,0.00290258502354845404625,,,
openmp_row_parallel_unblocked,401,4,0.00274237498524598777294,,,
openmp_row_parallel_unblocked,401,5,0.00288980401819571852684,,,
openmp_row_parallel_unblocked,401,6,0.00284771699807606637478,,,
openmp_row_parallel_unblocked,401,7,0.00275605299975723028183,,,
openmp_row_parallel_unblocked,401,8,0.00276578200282528996468,,,
openmp_row_parallel_unblocked,401,9,0.00296636999701149761677,,,
openmp_row_parallel_unblocked,601,0,0.00975029100663959980011,,,
openmp_row_parallel_unblocked,601,1,0.00974748202133923768997,,,
openmp_row_parallel_unblocked,601,2,0.00981779798166826367378,,,
openmp_row_parallel_unblocked,601,3,0.00984224601415917277336,,,
openmp_row_parallel_unblocked,601,4,0.0098192849836777895689,,,
openmp_row_parallel_unblocked,601,5,0.00982844497775658965111,,,
openmp_row_parallel_unblocked,601,6,0.00971845100866630673409,,,
openmp_row_parallel_unblocked,601,7,0.00974351901095360517502,,,
openmp_row_parallel_unblocked,601,8,0.00979218599968589842319,,,
openmp_row_parallel_unblocked,601,9,0.00971601202036254107952,,,
openmp_row_parallel_unblocked,801,0,0.0284543719899374991655,,,
openmp_row_parallel_unblocked,801,1,0.0281996639969293028116,,,
openmp_row_parallel_unblocked,801,2,0.0282266750000417232513,,,
openmp_row_parallel_unblocked,801,3,0.0281651309924200177193,,,
openmp_row_parallel_unblocked,801,4,0.0282195130130276083946,,,
openmp_row_parallel_unblocked,801,5,0.0282438409922178834677,,,
openmp_row_parallel_unblocked,801,6,0.0281786809791810810566,,,
openmp_row_parallel_unblocked,801,7,0.0281855170032940804958,,,
openmp_row_parallel_unblocked,801,8,0.0281712980067823082209,,,
openmp_row_parallel_unblocked,801,9,0.0281915230152662843466,,,
openmp_row_parallel_unblocked,1001,0,0.0569262809876818209887,,,
openmp_row_parallel_unblocked,1001,1,0.0568845029920339584351,,,
openmp_row_parallel_unblocked,1001,2,0.0569237190065905451775,,,
openmp_row_parallel_unblocked,1001,3,0.0569180629972834140062,,,
openmp_row_parallel_unblocked,1001,4,0.0569214120041579008102,,,
openmp_row_parallel_unblocked,1001,5,0.0569125559995882213116,,,
openmp_row_parallel_unblocked,1001,6,0.0575059940165374428034,,,
openmp_row_parallel_unblocked,1001,7,0.0568667170009575784206,,,
openmp_row_parallel_unblocked,1001,8,0.0569196889991872012615,,,
openmp_row_parallel_unblocked,1001,9,0.0568894179887138307095,,,
openmp_row_parallel_unblocked,1201,0,0.0993463649938348680735,,,
openmp_row_parallel_unblocked,1201,1,0.0993050130200572311878,,,
openmp_row_parallel_unblocked,1201,2,0.0993370439973659813404,,,
openmp_row_parallel_unblocked,1201,3,0.0994274659897200763226,,,
openmp_row_parallel_unblocked,1201,4,0.0994147029996383935213,,,
openmp_row_parallel_unblocked,1201,5,0.0994817659957334399223,,,
openmp_row_parallel_unblocked,1201,6,0.0992736619955394417048,,,
openmp_row_parallel_unblocked,1201,7,0.0993319120025262236595,,,
openmp_row_parallel_unblocked,1201,8,0.0993148950219620019197,,,
openmp_row_parallel_unblocked,1201,9,0.0993643749970942735672,,,
openmp_row_parallel_unblocked,1401,0,0.157967081002425402403,,,
openmp_row_parallel_unblocked,1401,1,0.158178554993355646729,,,
openmp_row_parallel_unblocked,1401,2,0.157651522982632741332,,,
openmp_row_parallel_unblocked,1401,3,0.15736314500099979341,,,
openmp_row_parallel_unblocked,1401,4,0.157715569017454981804,,,
openmp_row_parallel_unblocked,1401,5,0.157364913000492379069,,,
openmp_row_parallel_unblocked,1401,6,0.157186602009460330009,,,
openmp_row_parallel_unblocked,1401,7,0.157003934000385925174,,,
openmp_row_parallel_unblocked,1401,8,0.157377820985857397318,,,
openmp_row_parallel_unblocked,1401,9,0.157121461001224815845,,,
openmp_row_parallel_unblocked,1601,0,0.232089469995116814971,,,
openmp_row_parallel_unblocked,1601,1,0.232886094978312030435,,,
openmp_row_parallel_unblocked,1601,2,0.231370531982975080609,,,
openmp_row_parallel_unblocked,1601,3,0.232600960007403045893,,,
openmp_row_parallel_unblocked,1601,4,0.233243940019747242332,,,
openmp_row_parallel_unblocked,1601,5,0.23227949801366776228,,,
openmp_row_parallel_unblocked,1601,6,0.231819420005194842815,,,
openmp_row_parallel_unblocked,1601,7,0.23170097099500708282,,,
openmp_row_parallel_unblocked,1601,8,0.2316524930065497756,,,
openmp_row_parallel_unblocked,1601,9,0.233238781976979225874,,,
openmp_row_parallel_unblocked,1801,0,0.327206363988807424903,,,
openmp_row_parallel_unblocked,1801,1,0.326581683999393135309,,,
openmp_row_parallel_unblocked,1801,2,0.326928200986003503203,,,
openmp_row_parallel_unblocked,1801,3,0.326779173978138715029,,,
openmp_row_parallel_unblocked,1801,4,0.326351800002157688141,,,
openmp_row_parallel_unblocked,1801,5,0.326637243008008226752,,,
