method,n,elapsed_median,elapsed_mean,elapsed_error
contiguous_access,1,6.100162863731384e-08,9.259965736418963e-08,8.377616789145415e-08
contiguous_access,201,0.00026398149202575,0.00026382489304518,2.4907035121283e-06
contiguous_access,401,0.0020052939944434,0.00208366099977861,0.0001235478125837116
contiguous_access,601,0.00786695649730965,0.0078537594963563,6.780370091006842e-05
contiguous_access,801,0.0242925540078431,0.024292809207690818,2.4060047383466095e-05
contiguous_access,1001,0.0517093774833483,0.05169862169423135,4.200835194758458e-05
contiguous_access,1201,0.0912918515095952,0.09149267910688644,0.0005646914859378258
contiguous_access,1401,0.1476641594927059,0.1476749253022717,0.0005358481024217193
contiguous_access,1601,0.2205876969965174,0.22080743240076112,0.0009598107830116615
contiguous_access,1801,0.3123747599893249,0.31246030809707004,0.000511224199108486
contiguous_access,2001,0.42665272799786175,0.42631252160063005,0.0013606123472508888
contiguous_access,2201,0.5595008124946617,0.5595543751958758,0.0011981506234514515
contiguous_access,2401,0.7242659574840218,0.724532021197956,0.0013575559198171318
contiguous_access,2601,0.9115109319973271,0.9141595978027908,0.009420795193340934
contiguous_access,2801,1.1630142979993252,1.1655156722961693,0.010201624044813175
contiguous_access,3001,1.415057592006633,1.417686514602974,0.011042782651991217
contiguous_access,3201,1.7528704689902952,1.769105306500569,0.04113647353100491
contiguous_access,3401,2.235950423986651,2.2213122900924644,0.06774044927397839
contiguous_access,3601,2.612997713498771,2.6137235457019417,0.014449670881718106
contiguous_access,3801,3.5285389839991694,3.527893386100186,0.024360489012502724
contiguous_access,4001,4.096628003506339,4.0728069647972,0.06181675824980101
contiguous_access,4201,6.270202135507134,5.9825318587973015,0.5309659683853957
contiguous_access,4401,7.751196058496134,7.753045579098398,0.07965305635057524
contiguous_access,4601,9.210619634002796,9.196553448500344,0.20029324506683738
contiguous_access,4801,10.849650668998947,10.797879352199379,0.1853466325633105
