method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_row_parallel_unblocked,1,5.725014489144087e-07,1.071798033080995e-06,1.3487499103926958e-06
openmp_row_parallel_unblocked,201,0.00040162548248185,0.00042037099774457,5.438850809822286e-05
openmp_row_parallel_unblocked,401,0.0027682530053425,0.00281265450175846,8.220841406698031e-05
openmp_row_parallel_unblocked,601,0.009771238503162648,0.00977757150249084,4.76522679335047e-05
openmp_row_parallel_unblocked,801,0.028195593506097752,0.02822362149890973,8.492845693442314e-05
openmp_row_parallel_unblocked,1001,0.0569188759982353,0.05696683519927316,0.00019049716851178472
openmp_row_parallel_unblocked,1201,0.09934170449560034,0.09935972010134714,6.359900234692471e-05
openmp_row_parallel_unblocked,1401,0.15737136699317478,0.1574930603994289,0.00037816019923240786
openmp_row_parallel_unblocked,1601,0.23218448400439223,0.23228821609809525,0.0006768178979827306
openmp_row_parallel_unblocked,1801,0.326732091998565,0.32681012749671934,0.0003214667398015468
openmp_row_parallel_unblocked,2001,0.4464674869959708,0.4463170763978269,0.0016744255083419937
openmp_row_parallel_unblocked,2201,0.5812965615041321,0.5827764631976606,0.0026046039407964204
openmp_row_parallel_unblocked,2401,0.7485519845067756,0.7498866354027995,0.002602138980779862
openmp_row_parallel_unblocked,2601,0.9455081965134013,0.9453327244031243,0.0016414277831700787
openmp_row_parallel_unblocked,2801,1.1832413155061658,1.1847887438052567,0.006882375631311474
openmp_row_parallel_unblocked,3001,1.4633761220175074,1.4627952151058707,0.003604721285947658
openmp_row_parallel_unblocked,3201,1.8055709784966893,1.80466311389755,0.031134761293834433
openmp_row_parallel_unblocked,3401,2.3847953415097436,2.3362722090067107,0.09564414504355301
openmp_row_parallel_unblocked,3601,3.012564353994094,2.9527198789990505,0.10170090654920513
openmp_row_parallel_unblocked,3801,3.7472490544896573,3.71728602189105,0.0950333238933758
openmp_row_parallel_unblocked,4001,4.600678419490578,4.510031274400535,0.17591946236287087
openmp_row_parallel_unblocked,4201,5.558014363006805,5.4295223299996,0.23877436868498847
openmp_row_parallel_unblocked,4401,6.646252715494484,6.506190243596211,0.21110373844781405
openmp_row_parallel_unblocked,4601,8.025208325998392,7.855701683103689,0.3302818422397476
openmp_row_parallel_unblocked,4801,10.826886144001037,10.654402639297768,0.642827013268968
