method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_task_dag_blocked,1,1.037493348121643e-06,2.3880944354459644e-06,3.093319962726738e-06
openmp_task_dag_blocked,201,0.00042697900789785,0.00043617270130194,1.9786064958372567e-05
openmp_task_dag_blocked,401,0.0028643425030168,0.00285895959823389,1.886782448332723e-05
openmp_task_dag_blocked,601,0.0094603364996146,0.009478922502603331,0.00011082425302850103
openmp_task_dag_blocked,801,0.02240245700522785,0.022437893203459618,0.00013476122083912816
openmp_task_dag_blocked,1001,0.0426438940048683,0.04269149540050417,0.00024197530981901407
openmp_task_dag_blocked,1201,0.07344660900707815,0.0733725643047364,0.00026370260087732667
openmp_task_dag_blocked,1401,0.11623431449697816,0.11625449639686844,0.0005503659911231702
openmp_task_dag_blocked,1601,0.17317692449432792,0.17319094580016095,0.00045099946010132146
openmp_task_dag_blocked,1801,0.24506799101072824,0.24498945520026605,0.0005578900190484491
openmp_task_dag_blocked,2001,0.3324987389787566,0.33250442919379564,0.0010356113022122724
openmp_task_dag_blocked,2201,0.43674947199178854,0.43677991770091457,0.0006862225725068865
openmp_task_dag_blocked,2401,0.5642719784955261,0.5641181728016817,0.0013110156239507877
openmp_task_dag_blocked,2601,0.7192182684957515,0.7189672903041355,0.0009951698140089943
openmp_task_dag_blocked,2801,0.8902085685112979,0.8893092557060299,0.00236997026044461
openmp_task_dag_blocked,3001,1.0791279725090135,1.076554905503872,0.008963727886877933
openmp_task_dag_blocked,3201,1.312174951992347,1.3103880748007213,0.007937355239677188
openmp_task_dag_blocked,3401,1.5868844334909227,1.5871101968979928,0.004166870417417168
openmp_task_dag_blocked,3601,1.890794430495589,1.8901335231988923,0.003311697360311693
openmp_task_dag_blocked,3801,2.201078548489022,2.199203144593048,0.010444564160992202
openmp_task_dag_blocked,4001,2.5655786560091656,2.5694596325949535,0.009166887974855365
openmp_task_dag_blocked,4201,2.9541664585121907,2.923030835905229,0.08613276386923167
openmp_task_dag_blocked,4401,3.0707222140044905,3.0987915966979926,0.0699636599018341
openmp_task_dag_blocked,4601,3.563871250502416,3.5586172937066296,0.030707062052286627
openmp_task_dag_blocked,4801,4.055660085505224,4.046638243805501,0.036463093291874894
