optimisation,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
baseline,2000,0,4.67461032100254669785,1,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
baseline,2000,1,4.67430764199525583535,1,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
baseline,2000,2,4.67299799399916082621,1,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
lower_triangle,2000,0,0.903084967998438514769,5.17626855351514336689,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
lower_triangle,2000,1,0.903103092990932054818,5.17582951301240878905,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
lower_triangle,2000,2,0.90309720100776758045,5.17441310723203962141,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
upper_triangle,2000,0,0.391380354005377739668,11.943906415236968499,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
upper_triangle,2000,1,0.391222138990997336805,11.947963001405755179,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
upper_triangle,2000,2,0.391568691993597894907,11.9340439865288416854,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
contiguous_access,2000,0,0.384003216997371055186,12.1733623940826252152,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
contiguous_access,2000,1,0.384046420993399806321,12.1712047983792768235,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
contiguous_access,2000,2,0.384971098988899029791,12.1385683399935189186,13813.5015674373143577,13813.5015674373143666,6.42978476792470805364e-17
cache_blocked_1,2000,0,0.807252347003668546677,5.79076708584819144221,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,1,0.807186334001016803086,5.79086568379559274433,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_1,2000,2,0.806968062010128051043,5.79080909640821861473,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,0,0.524075932000414468348,8.91971952071794405015,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,1,0.524086777993943542242,8.91895739077255100824,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,2,0.524087448997306637466,8.91644706038967882478,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
