method,n,block_size,elapsed_median,elapsed_mean,elapsed_error
openmp_block_row_parallel,5000,1,4.117231446507503,4.116771257104119,0.01646436402416372
openmp_block_row_parallel,5000,2,1.3856282715132693,1.3862435611052206,0.009693762298769303
openmp_block_row_parallel,5000,3,0.9130080200120574,0.9139549031038768,0.005579294130184074
openmp_block_row_parallel,5000,4,0.6665912314929301,0.6668280985060846,0.004344965294993125
openmp_block_row_parallel,5000,5,0.6063220579962945,0.6051189070945838,0.004109988899659452
openmp_block_row_parallel,5000,6,0.5369475115148815,0.5397767709044273,0.00855608200844433
openmp_block_row_parallel,5000,7,0.501674101993558,0.5022994370956438,0.004187005738774794
openmp_block_row_parallel,5000,8,0.41311638899787795,0.4137255374022061,0.0028064519898713426
openmp_block_row_parallel,5000,9,0.4280944064958021,0.4279033827973763,0.004439094629079533
openmp_block_row_parallel,5000,10,0.4086894605134148,0.4085112286993535,0.004350676737045632
openmp_block_row_parallel,5000,11,0.4001757149962941,0.40216447979328224,0.009939551648252292
openmp_block_row_parallel,5000,12,0.34220822149654845,0.3429869340063305,0.00496919630790742
openmp_block_row_parallel,5000,13,0.35476491400913795,0.355893405599636,0.0046099542764146285
openmp_block_row_parallel,5000,14,0.3613230475020827,0.36124619949550824,0.003233129074323083
openmp_block_row_parallel,5000,15,0.3563866309996228,0.3563166398002067,0.002411787048639406
openmp_block_row_parallel,5000,16,0.3177201219950802,0.31831618559372143,0.0036625696522291067
openmp_block_row_parallel,5000,17,0.33401696899090894,0.33239798249851443,0.004833013405022097
openmp_block_row_parallel,5000,18,0.35045611999521487,0.3495888380974065,0.0034948376742392675
openmp_block_row_parallel,5000,19,0.3518585684942081,0.3521296106016961,0.0023232318968330894
openmp_block_row_parallel,5000,20,0.3242694370128447,0.32317050501296757,0.006853252568513373
openmp_block_row_parallel,5000,21,0.3299400569958379,0.32996206700336184,0.0023923443568651184
openmp_block_row_parallel,5000,22,0.32774231598887116,0.3277938849932979,0.0014896028497725312
openmp_block_row_parallel,5000,23,0.3434731579909567,0.34631872239697253,0.006807330389263745
openmp_block_row_parallel,5000,24,0.3233185365097596,0.3245336780004436,0.0041017401545703856
openmp_block_row_parallel,5000,25,0.3375224120100029,0.33798734150186643,0.0010505334670644377
openmp_block_row_parallel,5000,26,0.3450712640042184,0.34628989889752115,0.0030653890380513645
openmp_block_row_parallel,5000,27,0.3690100370004074,0.36940240190306206,0.002355529008557274
openmp_block_row_parallel,5000,28,0.33316157750959974,0.33411526419804427,0.004035667695951603
openmp_block_row_parallel,5000,29,0.3649598765041446,0.365321593201952,0.002236621331154144
openmp_block_row_parallel,5000,30,0.3659693035006057,0.3657105196994962,0.004444270814494419
openmp_block_row_parallel,5000,31,0.367884885505191,0.36763973240449555,0.0015550254815694816
openmp_block_row_parallel,5000,32,0.341826662508538,0.34181799390644296,0.0012396531862429376
openmp_block_row_parallel,5000,33,0.3513545695022912,0.3510834716056706,0.0009038557781503757
openmp_block_row_parallel,5000,34,0.3639255379966926,0.36355055869498754,0.0014346470181627819
openmp_block_row_parallel,5000,35,0.3751073999883374,0.3767121666955063,0.0033754987948130446
openmp_block_row_parallel,5000,36,0.3592384989897255,0.3588781986996764,0.0015459925558337056
openmp_block_row_parallel,5000,37,0.368581749004079,0.3686598538042744,0.0015114835830829312
openmp_block_row_parallel,5000,38,0.3758606225019321,0.3757453309983247,0.001118461067476654
openmp_block_row_parallel,5000,39,0.3877981935074785,0.38754651400086,0.0010354794221664597
openmp_block_row_parallel,5000,40,0.3767970004846574,0.3768949245015391,0.0013080573505055155
openmp_block_row_parallel,5000,41,0.3869696909969206,0.3878028250008355,0.002572619701097933
openmp_block_row_parallel,5000,42,0.3999601605028147,0.40028470749966794,0.0011482770264310252
openmp_block_row_parallel,5000,43,0.4064859914942644,0.406261616401025,0.0006554053421393107
openmp_block_row_parallel,5000,44,0.39722103798703745,0.39740715139487287,0.0008083954160108733
openmp_block_row_parallel,5000,45,0.41009372899134167,0.4098983718955423,0.001095000285396976
openmp_block_row_parallel,5000,46,0.4165185859892516,0.4162676570034818,0.0013352025897183485
openmp_block_row_parallel,5000,47,0.42825640199589543,0.4284928735927678,0.0011163574148269789
openmp_block_row_parallel,5000,48,0.4227251860138494,0.42315086519811296,0.002165551415700822
openmp_block_row_parallel,5000,49,0.4374534204835071,0.43776506549620525,0.001526202203541336
openmp_block_row_parallel,5000,50,0.43828519948874595,0.43772978959896125,0.0018367106416938145
openmp_block_row_parallel,5000,51,0.4556182725063991,0.4557178527058568,0.0010786404298860042
openmp_block_row_parallel,5000,52,0.44217998100793915,0.44232994400081227,0.0009094306383223753
openmp_block_row_parallel,5000,53,0.4533442924875999,0.4541636844020104,0.003803584957509018
openmp_block_row_parallel,5000,54,0.460507840514765,0.4606241288041928,0.0019971900636691557
openmp_block_row_parallel,5000,55,0.4698054555046838,0.46953162110294205,0.0015809992573401405
openmp_block_row_parallel,5000,56,0.4622256784932688,0.4624391239020042,0.0014574826486321354
openmp_block_row_parallel,5000,57,0.4709937035222538,0.4710566201043548,0.001753988051586093
openmp_block_row_parallel,5000,58,0.47921154201321764,0.47959359520464195,0.0014938562120947456
openmp_block_row_parallel,5000,59,0.48869494600512553,0.48868800289928904,0.001188487606495028
openmp_block_row_parallel,5000,60,0.48223158600740135,0.48302456630626683,0.00198216595516964
openmp_block_row_parallel,5000,61,0.49067466300039086,0.4907920454017585,0.0011883620160017885
openmp_block_row_parallel,5000,62,0.49651417399581976,0.4968439647986088,0.0012694963563958813
openmp_block_row_parallel,5000,63,0.5087551660108147,0.5091213900013827,0.0011490674741610476
openmp_block_row_parallel,5000,64,0.5012564479839057,0.5015871109964791,0.0014464297766014157
openmp_block_row_parallel,5000,65,0.50781279799412,0.5081032232992583,0.0020323732316487675
openmp_block_row_parallel,5000,66,0.5179885994875802,0.5182454331952613,0.0012106186021142902
openmp_block_row_parallel,5000,67,0.5408212784968782,0.5413762734999181,0.0015469076339867057
openmp_block_row_parallel,5000,68,0.526716715990915,0.5263449744932587,0.001286048928662134
openmp_block_row_parallel,5000,69,0.5526634595153155,0.5524498875020072,0.001330171860136045
openmp_block_row_parallel,5000,70,0.5714637600030983,0.5714125348022207,0.0016415607985038917
openmp_block_row_parallel,5000,71,0.6098645434831269,0.6103027604956879,0.0018453021284198462
openmp_block_row_parallel,5000,72,0.570684253500076,0.5706928594008787,0.0007738478003486003
openmp_block_row_parallel,5000,73,0.6026410114864119,0.6029192715941462,0.0010396410742280833
openmp_block_row_parallel,5000,74,0.6292166170023847,0.6287516951037105,0.0015062517316790733
openmp_block_row_parallel,5000,75,0.6609574724861885,0.6610369993926724,0.0019302649123659535
openmp_block_row_parallel,5000,76,0.634330979490187,0.6344675230939173,0.0010029693538247887
openmp_block_row_parallel,5000,77,0.6468745860038325,0.6462987720005913,0.002555485559603471
openmp_block_row_parallel,5000,78,0.6720000890054507,0.6720403396990149,0.0012724388810496326
openmp_block_row_parallel,5000,79,0.7004867585055763,0.7043207320995861,0.01328071071964515
openmp_block_row_parallel,5000,80,0.6768236784846522,0.67715880680189,0.001617635019171182
openmp_block_row_parallel,5000,81,0.685512441501487,0.6856287844915641,0.0019155582385256796
openmp_block_row_parallel,5000,82,0.706233297009021,0.7069421680032975,0.002802174943570595
openmp_block_row_parallel,5000,83,0.7348349370004144,0.734785896903486,0.0009865791920243626
openmp_block_row_parallel,5000,84,0.7117099359893473,0.7113831517926882,0.0015627869002779148
openmp_block_row_parallel,5000,85,0.7164613924978767,0.7165993811009683,0.0013073893111024176
openmp_block_row_parallel,5000,86,0.736879477990442,0.7366043878020718,0.0013500668480653413
openmp_block_row_parallel,5000,87,0.7675055305007844,0.7678744126023956,0.0016779964713359867
openmp_block_row_parallel,5000,88,0.7448830740031553,0.7450003821024438,0.001438665343191527
openmp_block_row_parallel,5000,89,0.7494297130033374,0.7493343078996986,0.001293068404305402
openmp_block_row_parallel,5000,90,0.7724365600006422,0.7721400139009347,0.0013328987796724055
openmp_block_row_parallel,5000,91,0.8043075234891147,0.8043479521002155,0.0012251010062816685
openmp_block_row_parallel,5000,92,0.7794634524907451,0.7794101018924265,0.0013224547968903957
openmp_block_row_parallel,5000,93,0.783952366997255,0.7844459687999915,0.0021270630805150332
openmp_block_row_parallel,5000,94,0.8072478930116631,0.8072762075025821,0.0013214389901731105
openmp_block_row_parallel,5000,95,0.8385495245020138,0.8386940159020014,0.0018332874379843312
openmp_block_row_parallel,5000,96,0.8142076960066333,0.8142835284990724,0.0009612282404769502
openmp_block_row_parallel,5000,97,0.8150056674930966,0.8150253091007471,0.0021390332574856468
openmp_block_row_parallel,5000,98,0.8419031225057552,0.841824215897941,0.0013076717121390195
openmp_block_row_parallel,5000,99,0.8737387860019226,0.8737831846025074,0.0012857658140986048
openmp_block_row_parallel,5000,100,0.8447195284970803,0.8444478559016716,0.0009436510822515586
openmp_block_row_parallel,5000,101,0.8488797120080561,0.8492177995009115,0.0024167469873042973
openmp_block_row_parallel,5000,102,0.8726580539951101,0.8730366938980296,0.0015427070070196428
openmp_block_row_parallel,5000,103,0.90525686199544,0.9053606842964654,0.0016961955317953367
openmp_block_row_parallel,5000,104,0.8784796749969246,0.8785249970969744,0.0020860090936867357
openmp_block_row_parallel,5000,105,0.8777498540002853,0.8778627401974518,0.002079129443329296
openmp_block_row_parallel,5000,106,0.9055820209905506,0.9057457953924313,0.0015769043942726857
openmp_block_row_parallel,5000,107,0.9413992920017336,0.9410643315000925,0.0013476794112321935
openmp_block_row_parallel,5000,108,0.9068725870165507,0.9069766017026268,0.0014847924484966916
openmp_block_row_parallel,5000,109,0.9138945735030574,0.9136078724026447,0.001600339109547638
openmp_block_row_parallel,5000,110,0.9360105520026991,0.9373201851005433,0.004129051992984149
openmp_block_row_parallel,5000,111,0.9748913604998962,0.9747784580977168,0.0010332096529031551
openmp_block_row_parallel,5000,112,0.9407392070133935,0.9404979617043864,0.0020746165322952366
openmp_block_row_parallel,5000,113,0.9394130515138385,0.9393716284015682,0.0020960727621729468
openmp_block_row_parallel,5000,114,0.9664155530044809,0.966741961799562,0.0018808762707424422
openmp_block_row_parallel,5000,115,1.006632257005549,1.0068102934019407,0.0020546035896402844
openmp_block_row_parallel,5000,116,0.973174751503393,0.9733016854006562,0.0021800768107873266
openmp_block_row_parallel,5000,117,0.974016095002298,0.9738592227949994,0.001594797519744046
openmp_block_row_parallel,5000,118,1.0002769474958768,1.000307556396001,0.000983025796259778
openmp_block_row_parallel,5000,119,1.0442224939906737,1.0447427414997947,0.0020780432967969524
openmp_block_row_parallel,5000,120,1.0065984635002678,1.006178088899469,0.001797763126405481
openmp_block_row_parallel,5000,121,1.0072258114960277,1.008384447498247,0.004152812162806222
openmp_block_row_parallel,5000,122,1.0332608749886276,1.0334266379912151,0.0014409216378217574
openmp_block_row_parallel,5000,123,1.0747260950156488,1.0744589726964477,0.0017835825315454042
openmp_block_row_parallel,5000,124,1.0388243589986814,1.0388525488990126,0.0008200478709762969
openmp_block_row_parallel,5000,125,1.0383984815125586,1.0382613488065544,0.001016565439257141
openmp_block_row_parallel,5000,126,1.0683934389962815,1.0684130851033842,0.001181348847274119
openmp_block_row_parallel,5000,127,1.1098516549827764,1.1112803741969401,0.0032566913448901667
openmp_block_row_parallel,5000,128,1.074787790494156,1.0745007752993843,0.0012728841931132398
openmp_block_row_parallel,5000,129,1.0720398355042562,1.0721452023048186,0.0019241209953652105
