method,n,block_size,elapsed_median,elapsed_mean,elapsed_error
openmp_tile_parallel_blocked,5000,1,2.509034469985636,2.517211243498605,0.02083995592606997
openmp_tile_parallel_blocked,5000,2,0.8253286834951723,0.8255219685961492,0.0021168078014541037
openmp_tile_parallel_blocked,5000,3,0.5603789144952316,0.561559023996233,0.0028703599414492183
openmp_tile_parallel_blocked,5000,4,0.40100076000089746,0.4156217319978167,0.03270200497030875
openmp_tile_parallel_blocked,5000,5,0.3489870659977896,0.3497484350024024,0.0020480635888400047
openmp_tile_parallel_blocked,5000,6,0.30635493250156276,0.30665300579858007,0.0031367658197792945
openmp_tile_parallel_blocked,5000,7,0.28707320100511424,0.2884013971983222,0.003966647220152123
openmp_tile_parallel_blocked,5000,8,0.23591179649520194,0.2363581357931252,0.0018938870674622054
openmp_tile_parallel_blocked,5000,9,0.24179999700572807,0.24142144209763497,0.002405786359894404
openmp_tile_parallel_blocked,5000,10,0.235513464489486,0.23543733370315745,0.001773487455586401
openmp_tile_parallel_blocked,5000,11,0.22938566149969114,0.2297229966061422,0.0025928555503137397
openmp_tile_parallel_blocked,5000,12,0.19771866798691917,0.1971646492951549,0.0017263900815051552
openmp_tile_parallel_blocked,5000,13,0.20959652050805738,0.20944930359837594,0.0018965742046447534
openmp_tile_parallel_blocked,5000,14,0.20642708698869675,0.20967899879615284,0.009223857535770826
openmp_tile_parallel_blocked,5000,15,0.21381964799365955,0.21388786760508077,0.0021980216138229747
openmp_tile_parallel_blocked,5000,16,0.19597312051337204,0.1969354161963565,0.0023829077755447045
openmp_tile_parallel_blocked,5000,17,0.20512918199528934,0.2051189618010539,0.0019872456970129113
openmp_tile_parallel_blocked,5000,18,0.21453302699956112,0.21478972260083534,0.0017073031008553719
openmp_tile_parallel_blocked,5000,19,0.21710183701361524,0.2161508463992504,0.002330662033504199
openmp_tile_parallel_blocked,5000,20,0.2096238495141733,0.20952741000510283,0.0019707942664856396
openmp_tile_parallel_blocked,5000,21,0.2182526299875462,0.21784319899161342,0.0020304569844197514
openmp_tile_parallel_blocked,5000,22,0.2264599850022932,0.2277925822010729,0.004271015565667625
openmp_tile_parallel_blocked,5000,23,0.2403456195024773,0.2384698308014776,0.007946704171619742
openmp_tile_parallel_blocked,5000,24,0.23587931101792492,0.23529747431166464,0.0020480211358991835
openmp_tile_parallel_blocked,5000,25,0.24226310400990764,0.24274095639993898,0.0011495849835985276
