method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_block_row_parallel,1,7.400012691505253e-08,1.0390212992206216e-07,6.518389575674929e-08
openmp_block_row_parallel,100,4.360150342108682e-05,4.6309300523716955e-05,9.174425266318426e-06
openmp_block_row_parallel,500,0.00809172550361835,0.00810259539939576,0.00015183243147414685
openmp_block_row_parallel,1000,0.0354253515033633,0.035500148001301524,0.00020653727189608878
openmp_block_row_parallel,2000,0.15516190549897146,0.15516362519920218,0.00051325583725269
openmp_block_row_parallel,5000,0.5064346589999928,0.5064346589999928,
openmp_block_row_parallel,10000,2.661719311001434,2.661719311001434,
openmp_block_row_parallel,20000,14.155277078999916,14.232890855243946,0.7229511857418118
openmp_block_row_parallel,30000,75.36778271300136,75.36778271300136,
openmp_block_row_parallel,50000,158.7864179979997,158.23544116265074,1.1383658128988243
openmp_block_row_parallel,60000,481.3481077719998,481.3481077719998,
openmp_block_row_parallel,80000,1049.8031284590031,1049.8031284590031,
openmp_block_row_parallel,100000,1563.1925877289975,1563.1925877289975,
