method,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
openmp_task_dag_blocked,1,0,5.097399844089523e-05,,,,
openmp_task_dag_blocked,1,1,4.3638996430672705e-05,,,,
openmp_task_dag_blocked,1,2,4.3718995584640645e-05,,,,
openmp_task_dag_blocked,1,3,3.690300218295305e-05,,,,
openmp_task_dag_blocked,1,4,2.496100205462426e-05,,,,
openmp_task_dag_blocked,1,5,2.976200630655512e-05,,,,
openmp_task_dag_blocked,1,6,2.2469997929874808e-05,,,,
openmp_task_dag_blocked,1,7,1.8798993551172316e-05,,,,
openmp_task_dag_blocked,1,8,4.6556997403968126e-05,,,,
openmp_task_dag_blocked,1,9,7.415700383717194e-05,,,,
openmp_task_dag_blocked,100,0,0.0001633380015846,,,,
openmp_task_dag_blocked,100,1,0.0001569779997225,,,,
openmp_task_dag_blocked,100,2,0.0001342670002486,,,,
openmp_task_dag_blocked,100,3,8.679999882588163e-05,,,,
openmp_task_dag_blocked,100,4,8.414899639319628e-05,,,,
openmp_task_dag_blocked,100,5,9.093799599213524e-05,,,,
openmp_task_dag_blocked,100,6,8.509300096193328e-05,,,,
openmp_task_dag_blocked,100,7,8.446999709121883e-05,,,,
openmp_task_dag_blocked,100,8,0.0001381139954901,,,,
openmp_task_dag_blocked,100,9,8.54720055940561e-05,,,,
openmp_task_dag_blocked,500,0,0.0038921570012462,,,,
openmp_task_dag_blocked,500,1,0.0038971839967416,,,,
openmp_task_dag_blocked,500,2,0.0038127470033941,,,,
openmp_task_dag_blocked,500,3,0.0038462679949589,,,,
openmp_task_dag_blocked,500,4,0.003827230000752,,,,
openmp_task_dag_blocked,500,5,0.003827087006357,,,,
openmp_task_dag_blocked,500,6,0.0038330469978973,,,,
openmp_task_dag_blocked,500,7,0.0039748359995428,,,,
openmp_task_dag_blocked,500,8,0.0037984879963914,,,,
openmp_task_dag_blocked,500,9,0.0038829330005683,,,,
openmp_task_dag_blocked,1000,0,0.0130231010043644,,,,
openmp_task_dag_blocked,1000,1,0.0125070639987825,,,,
openmp_task_dag_blocked,1000,2,0.0128940139984479,,,,
openmp_task_dag_blocked,1000,3,0.0119268150010611,,,,
openmp_task_dag_blocked,1000,4,0.0118038000000524,,,,
openmp_task_dag_blocked,1000,5,0.0121470340018277,,,,
openmp_task_dag_blocked,1000,6,0.0121105229991371,,,,
openmp_task_dag_blocked,1000,7,0.0124101130058988,,,,
openmp_task_dag_blocked,1000,8,0.0121800909982994,,,,
openmp_task_dag_blocked,1000,9,0.0129506390003371,,,,
openmp_task_dag_blocked,2000,0,0.0342613329994492,,,,
openmp_task_dag_blocked,2000,1,0.0335103690013056,,,,
openmp_task_dag_blocked,2000,2,0.0339489219986717,,,,
openmp_task_dag_blocked,2000,3,0.0331051130051491,,,,
openmp_task_dag_blocked,2000,4,0.0339854109988664,,,,
openmp_task_dag_blocked,2000,5,0.0335634199946071,,,,
openmp_task_dag_blocked,2000,6,0.0333938769981614,,,,
openmp_task_dag_blocked,2000,7,0.034058442004607,,,,
openmp_task_dag_blocked,2000,8,0.0344798000005539,,,,
openmp_task_dag_blocked,2000,9,0.0342727809984353,,,,
openmp_task_dag_blocked,5000,0,1.9919527270000117,,39118.45229417509,39118.45229417509,1.9072070309366464e-16
openmp_task_dag_blocked,10000,0,1.1269071589995292,,,,
openmp_task_dag_blocked,10000,1,1.146131706002052,,,,
openmp_task_dag_blocked,10000,2,1.1460058119992027,,,,
openmp_task_dag_blocked,10000,3,1.126615727000171,,,,
openmp_task_dag_blocked,10000,4,1.1271132259971637,,,,
openmp_task_dag_blocked,10000,5,1.1299330740002915,,,,
openmp_task_dag_blocked,10000,6,1.1421131520000927,,,,
openmp_task_dag_blocked,10000,7,1.1510675350000383,,,,
openmp_task_dag_blocked,10000,8,1.154431384999043,,,,
openmp_task_dag_blocked,10000,9,1.1456399979979324,,,,
openmp_task_dag_blocked,20000,0,6.034230930999911,,184205.4721815574,184205.4721815574,6.171740522972279e-17
openmp_task_dag_blocked,20000,1,6.501486571930952,,184205.4721815574,184205.4721815574,6.171740522972279e-17
openmp_task_dag_blocked,20000,2,6.974619921099011,,184205.4721815574,184205.4721815574,6.171740522972279e-17
openmp_task_dag_blocked,30000,0,27.370216073999472,,,,
openmp_task_dag_blocked,50000,0,92.185438145003,,506330.5329765038,506330.5329765038,2.806635940294254e-17
openmp_task_dag_blocked,50000,1,93.18347958194502,,506330.5329765038,506330.5329765038,2.806635940294254e-17
openmp_task_dag_blocked,50000,2,92.98543497540595,,506330.5329765038,506330.5329765038,2.806635940294254e-17
openmp_task_dag_blocked,60000,0,191.9904272690001,,,,
openmp_task_dag_blocked,80000,0,504.7021635740021,,,,
openmp_task_dag_blocked,100000,0,707.8817296960042,,,,
