method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_task_dag_blocked,1,4.027099930681288e-05,3.919409937225282e-05,1.649264229689726e-05
openmp_task_dag_blocked,100,8.886899740900844e-05,0.00011096189919042215,3.310847996755874e-05
openmp_task_dag_blocked,500,0.0038396574964281,0.00385919769978496,5.292789366967211e-05
openmp_task_dag_blocked,1000,0.012295102002099101,0.01239531940082084,0.0004374625159915179
openmp_task_dag_blocked,2000,0.03396716649876905,0.03385794679998067,0.00044421054140543476
openmp_task_dag_blocked,5000,1.9919527270000117,1.9919527270000117,
openmp_task_dag_blocked,10000,1.1438765749990125,1.1395958773995516,0.010837372737915537
openmp_task_dag_blocked,20000,6.501486571930952,6.503445808009958,0.4701975564902601
openmp_task_dag_blocked,30000,27.370216073999472,27.370216073999472,
openmp_task_dag_blocked,50000,92.98543497540595,92.78478423411799,0.5284100845440717
openmp_task_dag_blocked,60000,191.9904272690001,191.9904272690001,
openmp_task_dag_blocked,80000,504.7021635740021,504.7021635740021,
openmp_task_dag_blocked,100000,707.8817296960042,707.8817296960042,
