method,n,elapsed_median,elapsed_mean,elapsed_error
openmp_tile_parallel_blocked,1,2.5909499527188018e-05,2.6036099006887527e-05,3.139100346998114e-06
openmp_tile_parallel_blocked,100,0.0001835449984355,0.00018318139991602999,5.9826439265104504e-06
openmp_tile_parallel_blocked,500,0.0030055694987822503,0.00299531429918711,9.482417396040873e-05
openmp_tile_parallel_blocked,1000,0.0112456290007685,0.01116825360004437,0.0003634911764995407
openmp_tile_parallel_blocked,2000,0.0453156875009881,0.04536285929934815,0.00040966130444224205
openmp_tile_parallel_blocked,5000,0.2559249979999975,0.2559249979999975,
openmp_tile_parallel_blocked,10000,1.340199574999133,1.340199574999133,
openmp_tile_parallel_blocked,20000,9.214242484999886,9.434376366796457,0.6009411904278652
openmp_tile_parallel_blocked,50000,118.6648699670004,118.85143131851639,0.8258121340057234
openmp_tile_parallel_blocked,60000,301.1992690659972,301.1992690659972,
openmp_tile_parallel_blocked,100000,2899.5160951679973,2899.5160951679973,
