optimisation,n,block_size,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
cache_blocked_1,2000,1,0,3.83079057100258069113,,,
cache_blocked_1,2000,1,1,3.82134955099900253117,,,
cache_blocked_1,2000,1,2,3.81008332199417054653,,,
cache_blocked_1,2000,2,0,1.46988953200343530625,,,
cache_blocked_1,2000,2,1,1.47361258599994471297,,,
cache_blocked_1,2000,2,2,1.48263688899896806106,,,
cache_blocked_1,2000,3,0,1.1137831360028940253,,,
cache_blocked_1,2000,3,1,1.11952549499983433634,,,
cache_blocked_1,2000,3,2,1.11981950500194216147,,,
cache_blocked_1,2000,4,0,1.00661851599579676986,,,
cache_blocked_1,2000,4,1,1.00870725899585522711,,,
cache_blocked_1,2000,4,2,1.00797919500473653898,,,
cache_blocked_1,2000,5,0,0.942396389000350609422,,,
cache_blocked_1,2000,5,1,0.945855919002497103065,,,
cache_blocked_1,2000,5,2,0.947098015996743924916,,,
cache_blocked_1,2000,6,0,0.970014312995772343129,,,
cache_blocked_1,2000,6,1,0.967055697001342196018,,,
cache_blocked_1,2000,6,2,0.96916767700167838484,,,
cache_blocked_1,2000,7,0,1.08286973500071326271,,,
cache_blocked_1,2000,7,1,1.10890835899772355333,,,
cache_blocked_1,2000,7,2,1.10734890999447088689,,,
cache_blocked_1,2000,8,0,0.969030150001344736665,,,
cache_blocked_1,2000,8,1,0.918289319997711572796,,,
cache_blocked_1,2000,8,2,0.888616749994980636984,,,
cache_blocked_1,2000,9,0,0.911767478006368037313,,,
cache_blocked_1,2000,9,1,0.87228435299766715616,,,
cache_blocked_1,2000,9,2,0.87122998500126414001,,,
cache_blocked_1,2000,10,0,0.856916472999728284776,,,
cache_blocked_1,2000,10,1,0.847619904998282436281,,,
cache_blocked_1,2000,10,2,0.843999675002123694867,,,
cache_blocked_1,2000,11,0,0.83789492499636253342,,,
cache_blocked_1,2000,11,1,0.840335403001517988741,,,
cache_blocked_1,2000,11,2,0.841604887005814816803,,,
cache_blocked_1,2000,12,0,0.830769471001985948533,,,
cache_blocked_1,2000,12,1,0.827560801997606176883,,,
cache_blocked_1,2000,12,2,0.835775662999367341399,,,
cache_blocked_1,2000,13,0,0.829103942000074312091,,,
cache_blocked_1,2000,13,1,0.830721597994852345437,,,
cache_blocked_1,2000,13,2,0.829599634998885449022,,,
cache_blocked_1,2000,14,0,0.822991187000297941267,,,
cache_blocked_1,2000,14,1,0.816986858997552189976,,,
cache_blocked_1,2000,14,2,0.814584698004182428122,,,
cache_blocked_1,2000,15,0,0.845264446004875935614,,,
cache_blocked_1,2000,15,1,0.844272244998137466609,,,
cache_blocked_1,2000,15,2,0.844160015003581065685,,,
cache_blocked_1,2000,16,0,0.832173167997098062187,,,
cache_blocked_1,2000,16,1,0.835944823003956116736,,,
cache_blocked_1,2000,16,2,0.832826184996520169079,,,
cache_blocked_1,2000,17,0,0.828930821000540163368,,,
cache_blocked_1,2000,17,1,0.827587291998497676104,,,
cache_blocked_1,2000,17,2,0.82700588599982438609,,,
cache_blocked_1,2000,18,0,0.821209376998012885451,,,
cache_blocked_1,2000,18,1,0.822114780996344052255,,,
cache_blocked_1,2000,18,2,0.8200873140012845397,,,
cache_blocked_1,2000,19,0,0.813194825001119170338,,,
cache_blocked_1,2000,19,1,0.814344149002863559872,,,
cache_blocked_1,2000,19,2,0.816898907003633212298,,,
cache_blocked_1,2000,20,0,0.809406804997706785798,,,
cache_blocked_1,2000,20,1,0.821305195000604726374,,,
cache_blocked_1,2000,20,2,0.817908202996477484703,,,
cache_blocked_1,2000,21,0,0.813927246999810449779,,,
cache_blocked_1,2000,21,1,0.813666677000583149493,,,
cache_blocked_1,2000,21,2,0.815291672995954286307,,,
cache_blocked_1,2000,22,0,0.807752889006223995239,,,
cache_blocked_1,2000,22,1,0.808495226003287825733,,,
cache_blocked_1,2000,22,2,0.808716710998851340264,,,
cache_blocked_1,2000,23,0,0.803885992005234584212,,,
cache_blocked_1,2000,23,1,0.806040729003143496811,,,
