optimisation,n,block_size,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
cache_blocked_2,2000,1,0,3.72803742399264592677,,,
cache_blocked_2,2000,1,1,3.73396244698960799724,,,
cache_blocked_2,2000,1,2,3.72794076299760490656,,,
cache_blocked_2,2000,2,0,1.52539105199684854597,,,
cache_blocked_2,2000,2,1,1.5222283069888362661,,,
cache_blocked_2,2000,2,2,1.52344960300251841545,,,
cache_blocked_2,2000,3,0,1.13825084199197590351,,,
cache_blocked_2,2000,3,1,1.13859013999172020704,,,
cache_blocked_2,2000,3,2,1.13830484000209253281,,,
cache_blocked_2,2000,4,0,0.649787588990875519812,,,
cache_blocked_2,2000,4,1,0.649435558007098734379,,,
cache_blocked_2,2000,4,2,0.649411345002590678632,,,
cache_blocked_2,2000,5,0,0.631548341989400796592,,,
cache_blocked_2,2000,5,1,0.631043476008926518261,,,
cache_blocked_2,2000,5,2,0.631478362003690563142,,,
cache_blocked_2,2000,6,0,0.643601962990942411125,,,
cache_blocked_2,2000,6,1,0.643140678002964705229,,,
cache_blocked_2,2000,6,2,0.643466085995896719396,,,
cache_blocked_2,2000,7,0,0.647787865003920160234,,,
cache_blocked_2,2000,7,1,0.647711992001859471202,,,
cache_blocked_2,2000,7,2,0.648204010998597368598,,,
cache_blocked_2,2000,8,0,0.536475275002885609865,,,
cache_blocked_2,2000,8,1,0.536612224997952580452,,,
cache_blocked_2,2000,8,2,0.536814496008446440101,,,
cache_blocked_2,2000,9,0,0.557718771000509150326,,,
cache_blocked_2,2000,9,1,0.557626845999038778245,,,
cache_blocked_2,2000,9,2,0.557320753010571934283,,,
cache_blocked_2,2000,10,0,0.563494061003439128399,,,
cache_blocked_2,2000,10,1,0.563414766002097167075,,,
cache_blocked_2,2000,10,2,0.563453609996940940619,,,
cache_blocked_2,2000,11,0,0.568044733998249284923,,,
cache_blocked_2,2000,11,1,0.568122521013719961047,,,
cache_blocked_2,2000,11,2,0.568029585003387182951,,,
cache_blocked_2,2000,12,0,0.524814004005747847259,,,
cache_blocked_2,2000,12,1,0.524652177991811186075,,,
cache_blocked_2,2000,12,2,0.524794814002234488726,,,
cache_blocked_2,2000,13,0,0.531794116002856753767,,,
cache_blocked_2,2000,13,1,0.527986483997665345669,,,
cache_blocked_2,2000,13,2,0.528075648995582014322,,,
cache_blocked_2,2000,14,0,0.53834588400786742568,,,
cache_blocked_2,2000,14,1,0.538290327007416635752,,,
cache_blocked_2,2000,14,2,0.538188399994396604598,,,
cache_blocked_2,2000,15,0,0.556274539005244150758,,,
cache_blocked_2,2000,15,1,0.556243340004584752023,,,
cache_blocked_2,2000,15,2,0.556205556000350043178,,,
cache_blocked_2,2000,16,0,0.531265511002857238054,,,
cache_blocked_2,2000,16,1,0.531166535001830197871,,,
cache_blocked_2,2000,16,2,0.531303522002417594194,,,
cache_blocked_2,2000,17,0,0.534230094999657012522,,,
cache_blocked_2,2000,17,1,0.534473510997486300766,,,
cache_blocked_2,2000,17,2,0.534249208998517133296,,,
cache_blocked_2,2000,18,0,0.547488190000876784325,,,
cache_blocked_2,2000,18,1,0.547523090004688128829,,,
cache_blocked_2,2000,18,2,0.547464309012866578996,,,
cache_blocked_2,2000,19,0,0.559715205003158189356,,,
cache_blocked_2,2000,19,1,0.559788200989714823663,,,
cache_blocked_2,2000,19,2,0.559710814006393775344,,,
cache_blocked_2,2000,20,0,0.535652108999784104526,,,
cache_blocked_2,2000,20,1,0.538838683001813478768,,,
cache_blocked_2,2000,20,2,0.538591144999372772872,,,
cache_blocked_2,2000,21,0,0.54180100400117225945,,,
cache_blocked_2,2000,21,1,0.541819032005150802433,,,
cache_blocked_2,2000,21,2,0.541699011999298818409,,,
cache_blocked_2,2000,22,0,0.553445036988705396652,,,
cache_blocked_2,2000,22,1,0.553481431998079642653,,,
cache_blocked_2,2000,22,2,0.553290543990442529321,,,
cache_blocked_2,2000,23,0,0.566741968999849632382,,,
cache_blocked_2,2000,23,1,0.568015519005712121725,,,
cache_blocked_2,2000,23,2,0.566834081997512839735,,,
cache_blocked_2,2000,24,0,0.546098371996777132154,,,
cache_blocked_2,2000,24,1,0.546078279003268107772,,,
cache_blocked_2,2000,24,2,0.546113568008877336979,,,
cache_blocked_2,2000,25,0,0.549686749989632517099,,,
cache_blocked_2,2000,25,1,0.549722559997462667525,,,
cache_blocked_2,2000,25,2,0.549696757007041014731,,,
cache_blocked_2,2000,26,0,0.559699902005377225578,,,
cache_blocked_2,2000,26,1,0.559656159995938651264,,,
cache_blocked_2,2000,26,2,0.55964918099925853312,,,
cache_blocked_2,2000,27,0,0.574014300989801995456,,,
cache_blocked_2,2000,27,1,0.574059610997210256755,,,
cache_blocked_2,2000,27,2,0.574368054993101395667,,,
cache_blocked_2,2000,28,0,0.552659433000371791422,,,
cache_blocked_2,2000,28,1,0.552581881987862288952,,,
cache_blocked_2,2000,28,2,0.552676142004202120006,,,
cache_blocked_2,2000,29,0,0.551091355999233201146,,,
cache_blocked_2,2000,29,1,0.556099719993653707206,,,
cache_blocked_2,2000,29,2,0.556216611992567777634,,,
cache_blocked_2,2000,30,0,0.566686916994513012469,,,
cache_blocked_2,2000,30,1,0.566757713007973507047,,,
cache_blocked_2,2000,30,2,0.570415198002592660487,,,
cache_blocked_2,2000,31,0,0.577876708994153887033,,,
cache_blocked_2,2000,31,1,0.577708572003757581115,,,
cache_blocked_2,2000,31,2,0.577751466000336222351,,,
cache_blocked_2,2000,32,0,0.560577718992135487497,,,
cache_blocked_2,2000,32,1,0.560510167997563257813,,,
cache_blocked_2,2000,32,2,0.560541900005773641169,,,
cache_blocked_2,2000,33,0,0.566918805998284369707,,,
cache_blocked_2,2000,33,1,0.566911044996231794357,,,
cache_blocked_2,2000,33,2,0.566908314998727291822,,,
cache_blocked_2,2000,34,0,0.575968569988617673516,,,
cache_blocked_2,2000,34,1,0.576038030005292966962,,,
cache_blocked_2,2000,34,2,0.57594546800828538835,,,
cache_blocked_2,2000,35,0,0.585341647994937375188,,,
cache_blocked_2,2000,35,1,0.585551069001667201519,,,
cache_blocked_2,2000,35,2,0.585121825002715922892,,,
cache_blocked_2,2000,36,0,0.565180762001546099782,,,
